BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;25;483;483;25
1650;2;80;80;2
2750;0;1;1;0
3850;2;2;2;2
4950;0;3;3;0
6050;0;0;0;0
7150;2;0;0;2
8250;0;1;1;0
9350;2;1;1;2
10450;0;0;0;0
11550;2;2;2;2
12650;1;3;3;1
13750;1;1;1;1
14850;1;2;2;1
15950;1;3;3;1
17050;2;5;5;2
18150;0;0;0;0
19250;1;1;1;1
20350;1;1;1;1
21450;2;1;1;2
22550;1;2;2;1
23650;1;3;3;1
24750;1;2;2;1
25850;0;0;0;0
26950;1;1;1;1
28050;3;0;0;3
29150;1;0;0;1
30250;0;1;1;0
31350;1;2;2;1
32450;2;3;3;2
33550;2;1;1;2
34650;2;1;1;2
35750;0;0;0;0
36850;2;1;1;2
37950;1;6;6;1
39050;3;1;1;3
40150;2;2;2;2
41250;3;1;1;3
42350;1;0;0;1
43450;2;0;0;2
44550;3;0;0;3
45650;4;3;3;4
46750;0;8;8;0
47850;3;0;0;3
48950;1;1;1;1
50050;1;0;0;1
51150;2;7;7;2
52250;2;0;0;2
53350;5;2;2;5
54450;1;0;0;1
55550;6;4;4;6
56650;1;2;2;1
57750;2;1;1;2
58850;1;0;0;1
59950;2;1;1;2
61050;1;2;2;1
62150;4;0;0;4
63250;5;2;2;5
64350;2;1;1;2
65450;2;2;2;2
66550;2;2;2;2
67650;2;1;1;2
68750;0;0;0;0
69850;1;1;1;1
70950;2;3;3;2
72050;0;2;2;0
73150;1;0;0;1
74250;1;2;2;1
75350;3;3;3;3
76450;0;1;1;0
77550;2;2;2;2
78650;2;2;2;2
79750;1;1;1;1
80850;3;2;2;3
81950;0;1;1;0
83050;1;3;3;1
84150;2;3;3;2
85250;1;4;4;1
86350;1;1;1;1
87450;2;1;1;2
88550;0;1;1;0
89650;0;2;2;0
90750;2;2;2;2
91850;3;2;2;3
92950;1;0;0;1
94050;2;1;1;2
95150;2;1;1;2
96250;0;1;1;0
97350;3;2;2;3
98450;0;0;0;0
99550;4;0;0;4
