BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;49;953;953;49
1650;5;106;106;5
2750;3;6;6;3
3850;5;0;0;5
4950;1;3;3;1
6050;4;2;2;4
7150;5;0;0;5
8250;5;1;1;5
9350;2;0;0;2
10450;5;2;2;5
11550;3;3;3;3
12650;2;4;4;2
13750;1;0;0;1
14850;4;3;3;4
15950;3;2;2;3
17050;2;2;2;2
18150;2;2;2;2
19250;1;3;3;1
20350;5;6;6;5
21450;4;2;2;4
22550;1;4;4;1
23650;3;1;1;3
24750;5;2;2;5
25850;1;2;2;1
26950;4;1;1;4
28050;1;0;0;1
29150;2;2;2;2
30250;1;2;2;1
31350;1;2;2;1
32450;3;1;1;3
33550;4;2;2;4
34650;1;2;2;1
35750;2;3;3;2
36850;0;2;2;0
37950;3;4;4;3
39050;1;3;3;1
40150;5;2;2;5
41250;0;3;3;0
42350;4;5;5;4
43450;1;3;3;1
44550;6;4;4;6
45650;3;2;2;3
46750;0;1;1;0
47850;4;4;4;4
48950;4;0;0;4
50050;3;1;1;3
51150;4;2;2;4
52250;1;1;1;1
53350;9;2;2;9
54450;3;8;8;3
55550;2;11;11;2
56650;3;9;9;3
57750;5;3;3;5
58850;9;3;3;9
59950;4;6;6;4
61050;0;0;0;0
62150;4;0;0;4
63250;3;3;3;3
64350;2;3;3;2
65450;7;1;1;7
66550;1;2;2;1
67650;6;3;3;6
68750;4;2;2;4
69850;2;2;2;2
70950;3;0;0;3
72050;5;3;3;5
73150;2;2;2;2
74250;1;8;8;1
75350;2;5;5;2
76450;2;4;4;2
77550;0;4;4;0
78650;1;0;0;1
79750;2;2;2;2
80850;3;1;1;3
81950;4;0;0;4
83050;2;0;0;2
84150;2;2;2;2
85250;1;4;4;1
86350;2;3;3;2
87450;3;1;1;3
88550;0;0;0;0
89650;2;6;6;2
90750;1;1;1;1
91850;1;3;3;1
92950;2;3;3;2
94050;5;5;5;5
95150;4;0;0;4
96250;1;2;2;1
97350;7;2;2;7
98450;3;1;1;3
99550;4;3;3;4
