BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;1;26;26;1
1650;0;6;6;0
2750;0;0;0;0
3850;1;0;0;1
4950;2;0;0;2
6050;1;3;3;1
7150;0;4;4;0
8250;0;0;0;0
9350;2;0;0;2
10450;0;3;3;0
11550;0;2;2;0
12650;0;0;0;0
13750;1;2;2;1
14850;1;1;1;1
15950;0;2;2;0
17050;0;0;0;0
18150;0;2;2;0
19250;0;0;0;0
20350;2;1;1;2
21450;1;1;1;1
22550;1;2;2;1
23650;1;0;0;1
24750;1;1;1;1
25850;1;2;2;1
26950;1;2;2;1
28050;1;3;3;1
29150;0;0;0;0
30250;1;3;3;1
31350;0;2;2;0
32450;1;0;0;1
33550;0;1;1;0
34650;0;0;0;0
35750;1;1;1;1
36850;1;2;2;1
37950;1;1;1;1
39050;0;1;1;0
40150;0;0;0;0
41250;0;3;3;0
42350;1;0;0;1
43450;1;1;1;1
44550;2;0;0;2
45650;1;4;4;1
46750;1;0;0;1
47850;1;1;1;1
48950;2;0;0;2
50050;0;0;0;0
51150;1;0;0;1
52250;1;1;1;1
53350;0;0;0;0
54450;0;0;0;0
55550;3;2;2;3
56650;1;0;0;1
57750;0;0;0;0
58850;2;0;0;2
59950;2;0;0;2
61050;0;3;3;0
62150;1;1;1;1
63250;0;0;0;0
64350;0;0;0;0
65450;4;0;0;4
66550;1;3;3;1
67650;0;1;1;0
68750;1;4;4;1
69850;1;1;1;1
70950;1;1;1;1
72050;0;3;3;0
73150;2;1;1;2
74250;2;1;1;2
75350;1;0;0;1
76450;2;2;2;2
77550;2;0;0;2
78650;0;0;0;0
79750;2;1;1;2
80850;1;2;2;1
81950;0;0;0;0
83050;0;1;1;0
84150;2;2;2;2
85250;0;1;1;0
86350;1;1;1;1
87450;0;1;1;0
88550;0;0;0;0
89650;0;1;1;0
90750;2;0;0;2
91850;1;2;2;1
92950;1;2;2;1
94050;1;1;1;1
95150;1;2;2;1
96250;1;2;2;1
97350;0;0;0;0
98450;3;1;1;3
99550;2;2;2;2
