BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;388;8041;8041;388
1650;20;963;963;20
2750;8;29;29;8
3850;8;10;10;8
4950;6;7;7;6
6050;9;1;1;9
7150;11;14;14;11
8250;9;8;8;9
9350;7;4;4;7
10450;6;9;9;6
11550;5;10;10;5
12650;8;8;8;8
13750;19;5;5;19
14850;13;17;17;13
15950;5;11;11;5
17050;12;3;3;12
18150;8;13;13;8
19250;8;7;7;8
20350;6;6;6;6
21450;11;10;10;11
22550;12;11;11;12
23650;9;10;10;9
24750;8;2;2;8
25850;5;5;5;5
26950;11;8;8;11
28050;6;8;8;6
29150;9;12;12;9
30250;6;6;6;6
31350;10;7;7;10
32450;7;12;12;7
33550;5;10;10;5
34650;6;5;5;6
35750;8;7;7;8
36850;6;4;4;6
37950;7;11;11;7
39050;5;7;7;5
40150;11;13;13;11
41250;9;8;8;9
42350;8;4;4;8
43450;14;10;10;14
44550;27;4;4;27
45650;23;9;9;23
46750;15;22;22;15
47850;8;13;13;8
48950;23;4;4;23
50050;23;14;14;23
51150;10;21;21;10
52250;28;7;7;28
53350;36;19;19;36
54450;52;31;31;52
55550;41;37;37;41
56650;24;28;28;24
57750;26;31;31;26
58850;17;26;26;17
59950;19;17;17;19
61050;11;8;8;11
62150;13;16;16;13
63250;19;17;17;19
64350;13;17;17;13
65450;9;9;9;9
66550;6;5;5;6
67650;9;12;12;9
68750;6;9;9;6
69850;12;5;5;12
70950;6;14;14;6
72050;8;7;7;8
73150;9;9;9;9
74250;9;3;3;9
75350;11;11;11;11
76450;18;3;3;18
77550;13;13;13;13
78650;4;13;13;4
79750;5;8;8;5
80850;10;5;5;10
81950;9;10;10;9
83050;10;12;12;10
84150;9;3;3;9
85250;4;10;10;4
86350;4;8;8;4
87450;3;6;6;3
88550;7;9;9;7
89650;7;9;9;7
90750;6;7;7;6
91850;5;8;8;5
92950;13;5;5;13
94050;7;8;8;7
95150;7;10;10;7
96250;5;8;8;5
97350;10;9;9;10
98450;6;6;6;6
99550;4;10;10;4
