BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;2;8;8;2
1650;1;3;3;1
2750;1;1;1;1
3850;0;1;1;0
4950;1;0;0;1
6050;2;0;0;2
7150;1;1;1;1
8250;1;2;2;1
9350;1;0;0;1
10450;1;0;0;1
11550;0;1;1;0
12650;1;1;1;1
13750;0;2;2;0
14850;2;1;1;2
15950;1;0;0;1
17050;0;0;0;0
18150;2;1;1;2
19250;0;0;0;0
20350;0;1;1;0
21450;1;1;1;1
22550;0;1;1;0
23650;0;0;0;0
24750;0;0;0;0
25850;0;0;0;0
26950;1;1;1;1
28050;0;0;0;0
29150;0;0;0;0
30250;2;2;2;2
31350;4;0;0;4
32450;2;1;1;2
33550;0;1;1;0
34650;1;0;0;1
35750;0;0;0;0
36850;0;2;2;0
37950;0;1;1;0
39050;0;0;0;0
40150;0;1;1;0
41250;0;2;2;0
42350;1;0;0;1
43450;1;0;0;1
44550;0;0;0;0
45650;1;0;0;1
46750;0;1;1;0
47850;0;2;2;0
48950;0;1;1;0
50050;1;1;1;1
51150;1;2;2;1
52250;0;1;1;0
53350;1;1;1;1
54450;0;1;1;0
55550;0;0;0;0
56650;0;2;2;0
57750;0;2;2;0
58850;0;1;1;0
59950;0;1;1;0
61050;0;0;0;0
62150;1;0;0;1
63250;0;0;0;0
64350;0;1;1;0
65450;0;1;1;0
66550;1;0;0;1
67650;1;0;0;1
68750;0;1;1;0
69850;0;1;1;0
70950;0;0;0;0
72050;0;0;0;0
73150;0;0;0;0
74250;2;0;0;2
75350;1;0;0;1
76450;2;1;1;2
77550;1;1;1;1
78650;0;0;0;0
79750;0;1;1;0
80850;0;0;0;0
81950;1;0;0;1
83050;0;0;0;0
84150;3;0;0;3
85250;0;0;0;0
86350;1;0;0;1
87450;0;0;0;0
88550;0;1;1;0
89650;0;0;0;0
90750;2;1;1;2
91850;0;0;0;0
92950;0;0;0;0
94050;0;1;1;0
95150;2;0;0;2
96250;1;1;1;1
97350;3;0;0;3
98450;1;1;1;1
99550;0;0;0;0
