BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;175;3710;3710;175
1650;14;501;501;14
2750;1;9;9;1
3850;7;5;5;7
4950;3;1;1;3
6050;2;4;4;2
7150;5;3;3;5
8250;9;2;2;9
9350;5;7;7;5
10450;3;2;2;3
11550;4;5;5;4
12650;10;4;4;10
13750;2;6;6;2
14850;4;6;6;4
15950;4;2;2;4
17050;2;3;3;2
18150;1;4;4;1
19250;4;6;6;4
20350;5;3;3;5
21450;8;4;4;8
22550;3;6;6;3
23650;12;2;2;12
24750;4;3;3;4
25850;6;4;4;6
26950;8;4;4;8
28050;2;6;6;2
29150;6;3;3;6
30250;8;6;6;8
31350;10;3;3;10
32450;4;1;1;4
33550;5;9;9;5
34650;4;4;4;4
35750;3;4;4;3
36850;7;7;7;7
37950;12;7;7;12
39050;4;10;10;4
40150;5;4;4;5
41250;4;3;3;4
42350;5;7;7;5
43450;13;3;3;13
44550;8;7;7;8
45650;8;8;8;8
46750;4;12;12;4
47850;7;10;10;7
48950;8;5;5;8
50050;5;6;6;5
51150;2;15;15;2
52250;17;8;8;17
53350;25;11;11;25
54450;23;11;11;23
55550;12;16;16;12
56650;24;20;20;24
57750;13;20;20;13
58850;14;14;14;14
59950;13;6;6;13
61050;10;7;7;10
62150;10;9;9;10
63250;11;5;5;11
64350;6;5;5;6
65450;9;4;4;9
66550;5;6;6;5
67650;3;8;8;3
68750;8;8;8;8
69850;7;6;6;7
70950;6;5;5;6
72050;3;3;3;3
73150;7;7;7;7
74250;7;3;3;7
75350;6;2;2;6
76450;3;5;5;3
77550;4;1;1;4
78650;6;7;7;6
79750;6;5;5;6
80850;7;7;7;7
81950;4;5;5;4
83050;5;5;5;5
84150;4;1;1;4
85250;3;3;3;3
86350;6;4;4;6
87450;6;7;7;6
88550;7;5;5;7
89650;1;4;4;1
90750;5;7;7;5
91850;7;7;7;7
92950;5;3;3;5
94050;10;3;3;10
95150;6;7;7;6
96250;4;5;5;4
97350;9;5;5;9
98450;7;6;6;7
99550;4;8;8;4
