BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;0;20;20;0
1650;0;5;5;0
2750;0;0;0;0
3850;0;0;0;0
4950;0;1;1;0
6050;0;1;1;0
7150;1;1;1;1
8250;0;1;1;0
9350;1;0;0;1
10450;0;1;1;0
11550;0;1;1;0
12650;1;3;3;1
13750;2;1;1;2
14850;2;0;0;2
15950;1;0;0;1
17050;0;2;2;0
18150;0;0;0;0
19250;2;1;1;2
20350;0;1;1;0
21450;0;0;0;0
22550;0;2;2;0
23650;3;1;1;3
24750;1;0;0;1
25850;0;0;0;0
26950;0;0;0;0
28050;0;1;1;0
29150;0;1;1;0
30250;0;2;2;0
31350;0;0;0;0
32450;0;0;0;0
33550;1;1;1;1
34650;0;1;1;0
35750;1;0;0;1
36850;0;2;2;0
37950;0;2;2;0
39050;1;2;2;1
40150;0;0;0;0
41250;0;1;1;0
42350;0;0;0;0
43450;0;0;0;0
44550;0;1;1;0
45650;0;0;0;0
46750;0;1;1;0
47850;1;0;0;1
48950;1;0;0;1
50050;0;1;1;0
51150;1;1;1;1
52250;0;1;1;0
53350;1;0;0;1
54450;0;1;1;0
55550;0;0;0;0
56650;1;0;0;1
57750;2;1;1;2
58850;0;0;0;0
59950;0;1;1;0
61050;3;4;4;3
62150;0;1;1;0
63250;2;0;0;2
64350;0;0;0;0
65450;0;0;0;0
66550;0;0;0;0
67650;0;0;0;0
68750;0;0;0;0
69850;0;0;0;0
70950;2;0;0;2
72050;0;3;3;0
73150;1;0;0;1
74250;1;1;1;1
75350;0;0;0;0
76450;1;0;0;1
77550;0;2;2;0
78650;0;2;2;0
79750;3;0;0;3
80850;0;1;1;0
81950;1;1;1;1
83050;0;2;2;0
84150;3;0;0;3
85250;1;0;0;1
86350;1;1;1;1
87450;2;2;2;2
88550;1;0;0;1
89650;1;0;0;1
90750;0;1;1;0
91850;1;0;0;1
92950;1;0;0;1
94050;0;0;0;0
95150;0;0;0;0
96250;1;1;1;1
97350;1;0;0;1
98450;0;0;0;0
99550;1;0;0;1
