"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 12:47:36
"Stop Time:"; 12:48:10

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";57            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000007;-0.0084315;;12:47:36:457
-0.000007;-0.0084315;;12:47:37:058
-0.000007;-0.0084312;;12:47:37:659
0.071954;-0.0084311;;12:47:38:260
0.303807;-0.0084312;;12:47:38:861
0.651075;-0.0084313;;12:47:39:462
0.708323;-0.0084313;;12:47:40:063
0.839853;-0.0084310;;12:47:40:664
0.954780;-0.0084309;;12:47:41:265
0.973818;-0.0084308;;12:47:41:866
0.981099;-0.0084307;;12:47:42:467
1.106735;-0.0084312;;12:47:43:068
1.130457;-0.0084312;;12:47:43:669
1.184755;-0.0084312;;12:47:44:270
1.229579;-0.0084311;;12:47:44:871
1.257325;-0.0084310;;12:47:45:472
1.290363;-0.0084309;;12:47:46:073
1.325139;-0.0084309;;12:47:46:674
1.362371;-0.0084309;;12:47:47:275
1.435672;-0.0084309;;12:47:47:876
1.509345;-0.0084310;;12:47:48:477
1.572391;-0.0084308;;12:47:49:078
1.619019;-0.0084312;;12:47:49:679
1.696473;-0.0084310;;12:47:50:280
1.778755;-0.0084314;;12:47:50:881
1.873958;-0.0084308;;12:47:51:482
1.875614;-0.0084313;;12:47:52:083
1.983733;-0.0084312;;12:47:52:684
2.019377;-0.0084311;;12:47:53:285
2.048644;-0.0084308;;12:47:53:886
2.076404;-0.0084311;;12:47:54:487
2.109922;-0.0084310;;12:47:55:088
2.146000;-0.0084310;;12:47:55:689
2.259494;-0.0084309;;12:47:56:290
2.293527;-0.0084307;;12:47:56:891
2.320826;-0.0084306;;12:47:57:492
2.379518;-0.0084304;;12:47:58:093
2.386862;-0.0084305;;12:47:58:694
2.519169;-0.0084305;;12:47:59:295
2.575670;-0.0084304;;12:47:59:896
2.643009;-0.0084300;;12:48:00:497
2.678407;-0.0084303;;12:48:01:098
2.713905;-0.0084299;;12:48:01:699
2.761114;-0.0084299;;12:48:02:300
2.784451;-0.0084309;;12:48:02:901
2.784827;-0.0084300;;12:48:03:502
2.901341;-0.0084300;;12:48:04:103
2.984818;-0.0084299;;12:48:04:704
3.050357;-0.0084303;;12:48:05:305
3.093252;-0.0084314;;12:48:05:906
3.109860;-0.0084311;;12:48:06:507
3.128021;-0.0084307;;12:48:07:108
3.167402;-0.0084312;;12:48:07:709
3.207532;-0.0084308;;12:48:08:310
3.104882;-0.0084313;;12:48:08:911
3.173755;-0.0084315;;12:48:09:512
3.157273;-0.0084309;;12:48:10:113
