"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 13:39:20
"Stop Time:"; 13:39:32

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";22            ;


"DCV[V];DCI[A];Flag;Timestamp";
0.000194;-0.0084088;;13:39:20:327
0.000189;-0.0084088;;13:39:20:928
0.000185;-0.0084088;;13:39:21:529
0.000181;-0.0084085;;13:39:22:130
0.000179;-0.0084087;;13:39:22:731
0.000176;-0.0084086;;13:39:23:332
0.061618;-0.0084089;;13:39:23:933
0.204855;-0.0084087;;13:39:24:534
0.320129;-0.0084088;;13:39:25:135
0.335220;-0.0084087;;13:39:25:736
0.308130;-0.0084088;;13:39:26:337
0.419278;-0.0084084;;13:39:26:938
0.464849;-0.0084087;;13:39:27:539
0.495501;-0.0084087;;13:39:28:140
0.541077;-0.0084087;;13:39:28:741
0.599523;-0.0084088;;13:39:29:342
0.642398;-0.0084086;;13:39:29:943
0.693537;-0.0084087;;13:39:30:544
0.727305;-0.0084084;;13:39:31:145
0.577860;-0.0084089;;13:39:31:746
0.550132;-0.0084087;;13:39:32:347
0.536630;-0.0084087;;13:39:32:948
