"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 12:43:11
"Stop Time:"; 12:43:51

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";68            ;


"DCV[V];DCI[A];Flag;Timestamp";
0.001142;-0.0084348;;12:43:11:224
0.001058;-0.0084348;;12:43:11:825
0.712176;-0.0084346;;12:43:12:426
0.721230;-0.0084344;;12:43:13:027
1.077906;-0.0084350;;12:43:13:628
1.183300;-0.0084349;;12:43:14:229
1.417419;-0.0084353;;12:43:14:830
1.630197;-0.0084353;;12:43:15:431
1.748100;-0.0084351;;12:43:16:032
1.753591;-0.0084353;;12:43:16:633
2.108291;-0.0084353;;12:43:17:234
2.183477;-0.0084353;;12:43:17:835
2.216170;-0.0084354;;12:43:18:436
2.274872;-0.0084348;;12:43:19:037
2.312519;-0.0084348;;12:43:19:638
2.331031;-0.0084354;;12:43:20:239
2.500841;-0.0084353;;12:43:20:840
2.575198;-0.0084351;;12:43:21:441
2.624269;-0.0084348;;12:43:22:042
2.630287;-0.0084347;;12:43:22:643
2.666722;-0.0084347;;12:43:23:244
2.721823;-0.0084348;;12:43:23:845
2.772169;-0.0084344;;12:43:24:446
2.823855;-0.0084343;;12:43:25:047
2.858232;-0.0084346;;12:43:25:648
2.873487;-0.0084348;;12:43:26:249
2.885257;-0.0084345;;12:43:26:850
2.983057;-0.0084352;;12:43:27:451
3.029244;-0.0084348;;12:43:28:052
3.077500;-0.0084347;;12:43:28:653
3.113394;-0.0084347;;12:43:29:254
3.124683;-0.0084346;;12:43:29:855
3.147175;-0.0084347;;12:43:30:456
3.157369;-0.0084347;;12:43:31:057
3.232987;-0.0084348;;12:43:31:658
3.295226;-0.0084346;;12:43:32:259
3.326700;-0.0084348;;12:43:32:860
3.368957;-0.0084348;;12:43:33:461
3.396348;-0.0084346;;12:43:34:062
3.434673;-0.0084349;;12:43:34:663
3.470455;-0.0084349;;12:43:35:264
3.497771;-0.0084345;;12:43:35:865
3.514004;-0.0084342;;12:43:36:466
3.610597;-0.0084340;;12:43:37:067
3.662369;-0.0084340;;12:43:37:668
3.723613;-0.0084343;;12:43:38:269
3.768596;-0.0084347;;12:43:38:870
3.781017;-0.0084348;;12:43:39:471
3.821765;-0.0084347;;12:43:40:072
3.857834;-0.0084345;;12:43:40:673
3.884548;-0.0084343;;12:43:41:274
3.911210;-0.0084344;;12:43:41:875
3.915004;-0.0084343;;12:43:42:476
4.001686;-0.0084352;;12:43:43:077
4.049496;-0.0084347;;12:43:43:678
4.118399;-0.0084346;;12:43:44:279
4.119110;-0.0084346;;12:43:44:880
4.090244;-0.0084347;;12:43:45:481
4.067644;-0.0084345;;12:43:46:082
4.004601;-0.0084356;;12:43:46:683
4.021701;-0.0084349;;12:43:47:284
4.017898;-0.0084342;;12:43:47:885
3.997524;-0.0084340;;12:43:48:486
4.000289;-0.0084351;;12:43:49:087
3.954239;-0.0084401;;12:43:49:688
3.984583;-0.0084400;;12:43:50:289
3.987301;-0.0084401;;12:43:50:890
3.988957;-0.0084401;;12:43:51:491
