"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 13:17:41
"Stop Time:"; 13:18:03

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";37            ;


"DCV[V];DCI[A];Flag;Timestamp";
0.000042;-0.0084131;;13:17:41:500
0.000039;-0.0084131;;13:17:42:101
0.000042;-0.0084136;;13:17:42:702
0.000041;-0.0084133;;13:17:43:303
0.000035;-0.0084131;;13:17:43:904
0.191651;-0.0084135;;13:17:44:505
0.204253;-0.0084135;;13:17:45:106
0.301244;-0.0084135;;13:17:45:707
0.363585;-0.0084134;;13:17:46:308
0.382852;-0.0084134;;13:17:46:909
0.401276;-0.0084134;;13:17:47:510
0.454841;-0.0084132;;13:17:48:111
0.520709;-0.0084133;;13:17:48:712
0.583003;-0.0084131;;13:17:49:313
0.591373;-0.0084131;;13:17:49:914
0.654118;-0.0084134;;13:17:50:515
0.686632;-0.0084134;;13:17:51:116
0.713855;-0.0084134;;13:17:51:717
0.743257;-0.0084130;;13:17:52:318
0.776802;-0.0084129;;13:17:52:919
0.784125;-0.0084129;;13:17:53:520
0.880246;-0.0084133;;13:17:54:121
0.909896;-0.0084132;;13:17:54:722
0.928735;-0.0084132;;13:17:55:323
0.959386;-0.0084130;;13:17:55:924
0.968102;-0.0084130;;13:17:56:525
0.981660;-0.0084132;;13:17:57:126
1.006057;-0.0084127;;13:17:57:727
1.025943;-0.0084128;;13:17:58:328
1.076480;-0.0084127;;13:17:58:929
1.079137;-0.0084126;;13:17:59:530
1.072035;-0.0084130;;13:18:00:131
1.066542;-0.0084127;;13:18:00:732
1.062122;-0.0084127;;13:18:01:333
1.058731;-0.0084130;;13:18:01:934
1.055974;-0.0084131;;13:18:02:535
1.053816;-0.0084130;;13:18:03:136
