-0.011617	0.001181
-0.011569	0.001180
-0.011711	0.001181
-0.011326	0.001181
-0.010575	0.001182
-0.008230	0.001183
-0.003660	0.001182
0.004531	0.001184
0.015415	0.001189
0.025685	0.001195
0.035908	0.001204
0.046665	0.001212
0.058171	0.001220
0.070054	0.001231
0.082645	0.001245
0.094240	0.001258
0.106309	0.001271
0.115672	0.001279
0.123281	0.001290
0.125880	0.001292
0.132219	0.001298
0.142987	0.001316
0.155710	0.001330
0.169919	0.001348
0.180559	0.001361
0.192343	0.001378
0.203614	0.001396
0.215994	0.001416
0.227060	0.001434
0.238364	0.001453
0.254424	0.001478
0.265877	0.001499
0.278150	0.001520
0.286373	0.001535
0.299402	0.001558
0.313345	0.001585
0.324723	0.001606
0.333927	0.001624
0.340977	0.001641
0.348976	0.001657
0.356853	0.001673
0.367226	0.001696
0.378723	0.001720
0.390790	0.001747
0.400360	0.001769
0.402353	0.001776
0.403598	0.001778
0.415004	0.001806
0.426449	0.001831
0.433360	0.001851
0.437458	0.001861
0.444371	0.001879
0.455565	0.001906
0.469769	0.001948
0.486831	0.001990
0.497290	0.002022
0.505811	0.002045
0.512520	0.002065
0.525877	0.002104
0.536398	0.002138
0.547061	0.002172
0.557207	0.002203
0.569500	0.002244
0.584203	0.002295
0.601673	0.002359
0.619047	0.002427
0.636233	0.002496
0.651491	0.002564
0.664229	0.002620
0.684501	0.002716
0.696707	0.002778
0.717580	0.002893
0.736183	0.003002
0.744125	0.003049
0.747666	0.003071
0.748255	0.003075
0.749032	0.003077
0.754623	0.003110
0.764596	0.003176
0.786647	0.003346
0.804114	0.003497
0.817194	0.003623
0.830461	0.003764
0.840463	0.003879
0.854039	0.004059
0.860432	0.004148
0.871659	0.004331
0.882444	0.004521
0.891951	0.004718
0.899046	0.004883
0.906675	0.005073
0.912435	0.005233
0.920088	0.005464
0.931735	0.005937
0.946133	0.006683
0.958294	0.007524
0.969748	0.008537
0.980053	0.009623
0.989128	0.010761
0.998170	0.012000
1.004174	0.012823
1.016422	0.014626
1.026389	0.016132
1.035656	0.017527
1.043076	0.018583
1.048841	0.019365
1.053416	0.019962
1.059752	0.020791
1.068062	0.021941
1.075698	0.022936
1.083971	0.024004
1.094300	0.025345
1.100152	0.026014
1.107759	0.026899
1.115368	0.027746
1.121918	0.028425
1.128737	0.029128
1.136418	0.029902
1.144727	0.030733
1.152068	0.031448
1.158956	0.032048
1.166687	0.032693
1.172628	0.033163
1.176607	0.033429
1.182658	0.033886
1.188726	0.034319
1.194665	0.034719
1.203936	0.035413
1.212671	0.036005
1.219298	0.036421
1.224231	0.036681
1.230145	0.036983
1.234846	0.037205
1.242373	0.037620
1.250720	0.038069
1.259383	0.038497
1.268716	0.038975
1.280425	0.039574
1.296570	0.040317
1.310630	0.040898
1.326916	0.041524
1.341689	0.042009
1.359717	0.042590
1.380303	0.043161
1.397481	0.043516
1.418712	0.043884
1.438701	0.044178
1.459210	0.044405
1.473645	0.044481
1.487106	0.044497
1.503066	0.044533
1.514952	0.044484
1.527213	0.044432
1.538129	0.044351
1.549450	0.044279
1.556445	0.044154
1.556957	0.043994
1.556860	0.043857
