BinCenter (ps);Histo01;Histo02;Histo03;Histo04
450;899;13126;0;0
1350;37;2974;0;0
2250;22;109;0;0
3150;18;24;0;0
4050;20;19;0;0
4950;20;24;0;0
5850;5;16;0;0
6750;11;23;0;0
7650;15;14;0;0
8550;17;10;0;0
9450;16;16;0;0
10350;17;11;0;0
11250;12;16;0;0
12150;23;15;0;0
13050;20;11;0;0
13950;18;16;0;0
14850;16;19;0;0
15750;17;10;0;0
16650;5;11;0;0
17550;19;13;0;0
18450;12;11;0;0
19350;21;15;0;0
20250;19;21;0;0
21150;13;16;0;0
22050;14;16;0;0
22950;16;13;0;0
23850;11;11;0;0
24750;8;15;0;0
25650;12;14;0;0
26550;13;7;0;0
27450;22;22;0;0
28350;15;10;0;0
29250;10;18;0;0
30150;11;5;0;0
31050;15;17;0;0
31950;17;16;0;0
32850;17;21;0;0
33750;17;21;0;0
34650;8;14;0;0
35550;15;17;0;0
36450;16;18;0;0
37350;22;11;0;0
38250;10;13;0;0
39150;16;17;0;0
40050;25;15;0;0
40950;7;18;0;0
41850;15;15;0;0
42750;15;18;0;0
43650;45;13;0;0
44550;42;10;0;0
45450;44;25;0;0
46350;17;41;0;0
47250;15;56;0;0
48150;16;34;0;0
49050;36;11;0;0
49950;41;30;0;0
50850;15;37;0;0
51750;33;19;0;0
52650;51;22;0;0
53550;62;31;0;0
54450;67;43;0;0
55350;61;61;0;0
56250;54;56;0;0
57150;56;55;0;0
58050;46;43;0;0
58950;44;27;0;0
59850;24;32;0;0
60750;29;23;0;0
61650;26;29;0;0
62550;30;19;0;0
63450;24;14;0;0
64350;20;22;0;0
65250;22;23;0;0
66150;17;18;0;0
67050;16;16;0;0
67950;10;21;0;0
68850;11;14;0;0
69750;15;12;0;0
70650;13;14;0;0
71550;23;17;0;0
72450;12;7;0;0
73350;22;17;0;0
74250;13;15;0;0
75150;18;13;0;0
76050;24;11;0;0
76950;10;17;0;0
77850;9;14;0;0
78750;16;12;0;0
79650;19;11;0;0
80550;19;16;0;0
81450;18;14;0;0
82350;15;10;0;0
83250;16;17;0;0
84150;16;10;0;0
85050;13;11;0;0
85950;13;12;0;0
86850;18;12;0;0
87750;23;9;0;0
88650;10;18;0;0
89550;16;21;0;0
90450;14;15;0;0
91350;24;15;0;0
92250;16;18;0;0
93150;16;23;0;0
94050;10;19;0;0
94950;20;13;0;0
95850;13;15;0;0
96750;13;21;0;0
97650;20;22;0;0
98550;16;18;0;0
99450;18;15;0;0
100350;19;13;0;0
