BinCenter (ps);Histo01;Histo02;Histo03;Histo04
750;954;16144;0;0
2250;41;268;0;0
3750;29;38;0;0
5250;26;29;0;0
6750;21;34;0;0
8250;21;20;0;0
9750;24;30;0;0
11250;25;20;0;0
12750;31;31;0;0
14250;25;19;0;0
15750;23;20;0;0
17250;23;25;0;0
18750;21;24;0;0
20250;31;26;0;0
21750;19;15;0;0
23250;23;39;0;0
24750;18;28;0;0
26250;11;21;0;0
27750;27;25;0;0
29250;25;31;0;0
30750;20;21;0;0
32250;25;30;0;0
33750;23;20;0;0
35250;26;22;0;0
36750;25;32;0;0
38250;22;26;0;0
39750;24;41;0;0
41250;20;24;0;0
42750;23;26;0;0
44250;67;20;0;0
45750;44;49;0;0
47250;23;64;0;0
48750;47;18;0;0
50250;43;60;0;0
51750;42;43;0;0
53250;109;51;0;0
54750;102;79;0;0
56250;85;88;0;0
57750;76;72;0;0
59250;49;63;0;0
60750;48;45;0;0
62250;39;46;0;0
63750;37;49;0;0
65250;32;26;0;0
66750;26;36;0;0
68250;21;24;0;0
69750;28;23;0;0
71250;24;17;0;0
72750;31;26;0;0
74250;27;29;0;0
75750;21;26;0;0
77250;27;25;0;0
78750;29;27;0;0
80250;23;27;0;0
81750;20;23;0;0
83250;35;25;0;0
84750;35;22;0;0
86250;32;26;0;0
87750;22;29;0;0
89250;17;22;0;0
90750;25;24;0;0
92250;38;23;0;0
93750;25;23;0;0
95250;26;13;0;0
96750;26;17;0;0
98250;19;26;0;0
99750;28;20;0;0
