BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;335;526;0;0
150;215;813;0;0
250;115;1077;0;0
350;81;1536;0;0
450;41;1812;0;0
550;33;2137;0;0
650;19;2011;0;0
750;21;1788;0;0
850;8;1466;0;0
950;10;1076;0;0
1050;5;741;0;0
1150;5;404;0;0
1250;14;321;0;0
1350;4;210;0;0
1450;1;122;0;0
1550;4;85;0;0
1650;1;60;0;0
1750;0;46;0;0
1850;1;25;0;0
1950;0;18;0;0
2050;2;19;0;0
2150;4;7;0;0
2250;4;12;0;0
2350;3;9;0;0
2450;5;5;0;0
2550;2;6;0;0
2650;2;4;0;0
2750;2;5;0;0
2850;1;2;0;0
2950;2;2;0;0
3050;0;4;0;0
3150;3;0;0;0
3250;1;1;0;0
3350;1;2;0;0
3450;3;2;0;0
3550;1;3;0;0
3650;2;3;0;0
3750;3;3;0;0
3850;2;0;0;0
3950;4;1;0;0
4050;1;0;0;0
4150;1;6;0;0
4250;3;4;0;0
4350;1;4;0;0
4450;0;4;0;0
4550;1;4;0;0
4650;2;1;0;0
4750;1;1;0;0
4850;3;2;0;0
4950;3;3;0;0
5050;1;5;0;0
5150;4;4;0;0
5250;2;3;0;0
5350;0;3;0;0
5450;1;0;0;0
5550;2;1;0;0
5650;2;1;0;0
5750;0;2;0;0
5850;4;2;0;0
5950;1;4;0;0
6050;0;0;0;0
6150;0;4;0;0
6250;3;2;0;0
6350;1;2;0;0
6450;0;1;0;0
6550;2;3;0;0
6650;0;1;0;0
6750;2;3;0;0
6850;1;1;0;0
6950;1;2;0;0
7050;1;2;0;0
7150;2;2;0;0
7250;0;2;0;0
7350;3;3;0;0
7450;0;1;0;0
7550;3;4;0;0
7650;1;2;0;0
7750;1;0;0;0
7850;0;1;0;0
7950;2;3;0;0
8050;2;1;0;0
8150;0;1;0;0
8250;0;5;0;0
8350;0;4;0;0
8450;3;1;0;0
8550;0;3;0;0
8650;5;2;0;0
8750;1;2;0;0
8850;1;5;0;0
8950;0;2;0;0
9050;3;3;0;0
9150;1;4;0;0
9250;0;0;0;0
9350;3;5;0;0
9450;2;3;0;0
9550;1;0;0;0
9650;1;1;0;0
9750;0;0;0;0
9850;3;3;0;0
9950;1;3;0;0
10050;3;1;0;0
10150;3;1;0;0
10250;3;1;0;0
10350;3;2;0;0
10450;1;3;0;0
10550;3;2;0;0
10650;2;1;0;0
10750;1;2;0;0
10850;1;0;0;0
10950;4;1;0;0
11050;3;0;0;0
11150;2;2;0;0
11250;4;1;0;0
11350;2;3;0;0
11450;4;3;0;0
11550;3;1;0;0
11650;0;0;0;0
11750;1;3;0;0
11850;3;3;0;0
11950;0;0;0;0
12050;3;2;0;0
12150;2;1;0;0
12250;2;4;0;0
12350;3;0;0;0
12450;1;3;0;0
12550;0;0;0;0
12650;0;1;0;0
12750;2;3;0;0
12850;3;2;0;0
12950;0;1;0;0
13050;1;1;0;0
13150;0;1;0;0
13250;3;3;0;0
13350;3;2;0;0
13450;3;1;0;0
13550;1;1;0;0
13650;3;0;0;0
13750;0;1;0;0
13850;5;5;0;0
13950;0;3;0;0
14050;2;0;0;0
14150;3;3;0;0
14250;1;2;0;0
14350;0;0;0;0
14450;4;1;0;0
14550;2;1;0;0
14650;2;5;0;0
14750;1;3;0;0
14850;2;3;0;0
14950;1;4;0;0
15050;0;2;0;0
15150;2;2;0;0
15250;5;1;0;0
15350;2;3;0;0
15450;2;3;0;0
15550;0;2;0;0
15650;3;2;0;0
15750;0;3;0;0
15850;1;0;0;0
15950;2;1;0;0
16050;5;2;0;0
16150;0;0;0;0
16250;3;1;0;0
16350;1;3;0;0
16450;0;1;0;0
16550;1;2;0;0
16650;2;1;0;0
16750;3;1;0;0
16850;0;5;0;0
16950;1;3;0;0
17050;3;1;0;0
17150;2;1;0;0
17250;1;3;0;0
17350;3;0;0;0
17450;1;3;0;0
17550;2;2;0;0
17650;5;2;0;0
17750;3;2;0;0
17850;0;1;0;0
17950;1;3;0;0
18050;1;1;0;0
18150;4;2;0;0
18250;1;3;0;0
18350;6;3;0;0
18450;2;2;0;0
18550;4;4;0;0
18650;1;4;0;0
18750;2;3;0;0
18850;3;2;0;0
18950;1;3;0;0
19050;1;1;0;0
19150;0;1;0;0
19250;1;2;0;0
19350;0;2;0;0
19450;1;0;0;0
19550;0;0;0;0
19650;5;1;0;0
19750;2;1;0;0
19850;3;2;0;0
19950;0;1;0;0
20050;3;1;0;0
20150;5;4;0;0
20250;1;1;0;0
20350;3;0;0;0
20450;0;2;0;0
20550;3;1;0;0
20650;4;1;0;0
20750;0;3;0;0
20850;3;1;0;0
20950;4;1;0;0
21050;1;3;0;0
21150;1;0;0;0
21250;2;3;0;0
21350;0;2;0;0
21450;1;1;0;0
21550;1;1;0;0
21650;3;2;0;0
21750;1;2;0;0
21850;1;1;0;0
21950;1;1;0;0
22050;2;1;0;0
22150;0;4;0;0
22250;0;1;0;0
22350;2;4;0;0
22450;4;1;0;0
22550;4;3;0;0
22650;2;1;0;0
22750;5;1;0;0
22850;1;2;0;0
22950;2;0;0;0
23050;3;2;0;0
23150;2;2;0;0
23250;1;0;0;0
23350;0;1;0;0
23450;0;0;0;0
23550;0;1;0;0
23650;0;1;0;0
23750;1;5;0;0
23850;2;1;0;0
23950;3;3;0;0
24050;3;1;0;0
24150;4;0;0;0
24250;2;2;0;0
24350;1;2;0;0
24450;2;1;0;0
24550;1;1;0;0
24650;2;0;0;0
24750;2;0;0;0
24850;1;0;0;0
24950;1;3;0;0
25050;1;4;0;0
25150;1;4;0;0
25250;4;1;0;0
25350;0;2;0;0
25450;4;2;0;0
25550;2;1;0;0
25650;1;1;0;0
25750;3;0;0;0
25850;2;2;0;0
25950;0;3;0;0
26050;2;3;0;0
26150;2;2;0;0
26250;3;4;0;0
26350;3;0;0;0
26450;1;2;0;0
26550;4;1;0;0
26650;2;2;0;0
26750;4;2;0;0
26850;1;3;0;0
26950;2;1;0;0
27050;1;1;0;0
27150;0;2;0;0
27250;0;2;0;0
27350;3;0;0;0
27450;3;1;0;0
27550;2;1;0;0
27650;1;2;0;0
27750;2;4;0;0
27850;1;0;0;0
27950;2;3;0;0
28050;0;0;0;0
28150;3;4;0;0
28250;2;2;0;0
28350;1;1;0;0
28450;1;1;0;0
28550;0;4;0;0
28650;0;2;0;0
28750;4;2;0;0
28850;2;3;0;0
28950;3;3;0;0
29050;1;1;0;0
29150;1;3;0;0
29250;1;4;0;0
29350;5;2;0;0
29450;3;1;0;0
29550;2;4;0;0
29650;1;1;0;0
29750;2;3;0;0
29850;0;1;0;0
29950;3;2;0;0
30050;1;3;0;0
30150;3;1;0;0
30250;1;2;0;0
30350;0;3;0;0
30450;3;4;0;0
30550;3;3;0;0
30650;1;2;0;0
30750;0;2;0;0
30850;0;0;0;0
30950;1;2;0;0
31050;4;0;0;0
31150;0;2;0;0
31250;3;1;0;0
31350;0;2;0;0
31450;6;3;0;0
31550;2;1;0;0
31650;0;1;0;0
31750;1;3;0;0
31850;0;1;0;0
31950;1;3;0;0
32050;1;2;0;0
32150;1;1;0;0
32250;1;0;0;0
32350;0;1;0;0
32450;0;1;0;0
32550;2;1;0;0
32650;1;2;0;0
32750;1;1;0;0
32850;0;1;0;0
32950;2;3;0;0
33050;2;4;0;0
33150;2;3;0;0
33250;1;3;0;0
33350;3;5;0;0
33450;0;2;0;0
33550;3;3;0;0
33650;1;1;0;0
33750;2;0;0;0
33850;1;3;0;0
33950;1;1;0;0
34050;2;2;0;0
34150;1;1;0;0
34250;2;0;0;0
34350;2;1;0;0
34450;1;1;0;0
34550;2;0;0;0
34650;0;1;0;0
34750;2;1;0;0
34850;2;1;0;0
34950;2;0;0;0
35050;2;1;0;0
35150;2;4;0;0
35250;2;1;0;0
35350;2;1;0;0
35450;1;1;0;0
35550;0;2;0;0
35650;2;0;0;0
35750;4;1;0;0
35850;7;1;0;0
35950;0;1;0;0
36050;6;2;0;0
36150;2;1;0;0
36250;0;2;0;0
36350;0;4;0;0
36450;2;3;0;0
36550;2;2;0;0
36650;1;2;0;0
36750;0;2;0;0
36850;0;0;0;0
36950;1;1;0;0
37050;2;1;0;0
37150;1;1;0;0
37250;1;1;0;0
37350;2;5;0;0
37450;2;3;0;0
37550;0;3;0;0
37650;3;1;0;0
37750;3;3;0;0
37850;2;0;0;0
37950;0;1;0;0
38050;4;2;0;0
38150;2;1;0;0
38250;0;2;0;0
38350;2;5;0;0
38450;0;1;0;0
38550;2;2;0;0
38650;1;2;0;0
38750;4;0;0;0
38850;4;2;0;0
38950;3;2;0;0
39050;0;1;0;0
39150;0;3;0;0
39250;3;2;0;0
39350;3;2;0;0
39450;2;1;0;0
39550;1;3;0;0
39650;2;0;0;0
39750;1;2;0;0
39850;1;2;0;0
39950;1;0;0;0
40050;1;2;0;0
40150;1;1;0;0
40250;1;4;0;0
40350;3;2;0;0
40450;0;1;0;0
40550;4;1;0;0
40650;0;3;0;0
