BinCenter (ps);Histo01;Histo02;Histo03;Histo04
1250;968;16434;0;0
3750;38;59;0;0
6250;42;39;0;0
8750;40;44;0;0
11250;40;37;0;0
13750;47;52;0;0
16250;41;42;0;0
18750;38;46;0;0
21250;40;38;0;0
23750;49;45;0;0
26250;29;42;0;0
28750;49;53;0;0
31250;41;34;0;0
33750;36;36;0;0
36250;46;37;0;0
38750;40;43;0;0
41250;44;48;0;0
43750;104;42;0;0
46250;52;81;0;0
48750;90;69;0;0
51250;68;78;0;0
53750;182;125;0;0
56250;138;139;0;0
58750;91;106;0;0
61250;74;74;0;0
63750;51;68;0;0
66250;50;51;0;0
68750;58;49;0;0
71250;34;33;0;0
73750;40;46;0;0
76250;26;46;0;0
78750;44;34;0;0
81250;45;41;0;0
83750;48;36;0;0
86250;41;39;0;0
88750;43;33;0;0
91250;44;42;0;0
93750;45;48;0;0
96250;32;40;0;0
98750;37;38;0;0
250;826;5836;0;0
750;87;8326;0;0
1250;26;1889;0;0
1750;10;203;0;0
2250;15;52;0;0
2750;7;27;0;0
3250;10;12;0;0
3750;7;12;0;0
4250;9;15;0;0
4750;6;13;0;0
5250;5;13;0;0
5750;8;8;0;0
6250;7;7;0;0
6750;11;8;0;0
7250;4;10;0;0
7750;14;8;0;0
8250;5;13;0;0
8750;7;8;0;0
9250;6;6;0;0
9750;6;7;0;0
10250;10;6;0;0
10750;8;10;0;0
11250;4;7;0;0
11750;9;7;0;0
12250;10;10;0;0
12750;6;7;0;0
13250;9;5;0;0
13750;4;5;0;0
14250;9;10;0;0
14750;5;9;0;0
15250;8;6;0;0
15750;8;10;0;0
16250;7;12;0;0
16750;8;5;0;0
17250;6;16;0;0
17750;10;7;0;0
18250;7;9;0;0
18750;11;10;0;0
19250;5;12;0;0
19750;9;6;0;0
20250;6;14;0;0
20750;3;14;0;0
21250;8;13;0;0
21750;10;10;0;0
22250;5;7;0;0
22750;7;7;0;0
23250;9;13;0;0
23750;11;11;0;0
24250;15;13;0;0
24750;5;10;0;0
25250;3;11;0;0
25750;11;11;0;0
26250;8;7;0;0
26750;13;4;0;0
27250;4;4;0;0
27750;5;13;0;0
28250;6;8;0;0
28750;8;8;0;0
29250;11;9;0;0
29750;7;9;0;0
30250;7;6;0;0
30750;7;10;0;0
31250;16;9;0;0
31750;11;11;0;0
32250;9;5;0;0
32750;8;13;0;0
33250;13;9;0;0
33750;4;14;0;0
34250;6;13;0;0
34750;7;5;0;0
35250;6;13;0;0
35750;8;6;0;0
36250;8;8;0;0
36750;11;6;0;0
37250;12;9;0;0
37750;8;11;0;0
38250;15;8;0;0
38750;10;9;0;0
39250;10;8;0;0
39750;8;7;0;0
40250;10;5;0;0
40750;8;13;0;0
41250;10;7;0;0
41750;8;11;0;0
42250;11;6;0;0
42750;8;10;0;0
43250;9;4;0;0
43750;21;3;0;0
44250;24;9;0;0
44750;32;4;0;0
45250;18;10;0;0
45750;13;14;0;0
46250;14;26;0;0
46750;7;29;0;0
47250;12;21;0;0
47750;13;24;0;0
48250;13;9;0;0
48750;16;12;0;0
49250;20;9;0;0
49750;27;9;0;0
50250;12;24;0;0
50750;6;35;0;0
51250;13;16;0;0
51750;21;13;0;0
52250;16;9;0;0
52750;29;12;0;0
53250;45;14;0;0
53750;29;20;0;0
54250;38;28;0;0
54750;32;35;0;0
55250;53;28;0;0
55750;29;29;0;0
56250;24;24;0;0
56750;30;33;0;0
57250;24;19;0;0
57750;30;20;0;0
58250;23;22;0;0
58750;14;18;0;0
59250;20;18;0;0
59750;20;23;0;0
60250;16;25;0;0
60750;19;13;0;0
61250;10;18;0;0
61750;15;12;0;0
62250;14;12;0;0
62750;9;15;0;0
63250;14;13;0;0
63750;13;10;0;0
64250;16;14;0;0
64750;17;6;0;0
65250;6;9;0;0
65750;12;13;0;0
66250;8;10;0;0
66750;8;8;0;0
67250;6;13;0;0
67750;11;6;0;0
68250;7;7;0;0
68750;5;9;0;0
69250;10;8;0;0
69750;7;5;0;0
70250;10;7;0;0
70750;16;8;0;0
71250;11;12;0;0
71750;7;4;0;0
72250;8;9;0;0
72750;6;7;0;0
73250;9;7;0;0
73750;9;7;0;0
74250;12;13;0;0
74750;5;4;0;0
75250;14;12;0;0
75750;8;7;0;0
76250;6;4;0;0
76750;5;5;0;0
77250;5;9;0;0
77750;8;10;0;0
78250;8;7;0;0
78750;12;6;0;0
79250;7;6;0;0
79750;3;8;0;0
80250;9;10;0;0
80750;8;6;0;0
81250;12;9;0;0
81750;10;8;0;0
82250;11;10;0;0
82750;13;11;0;0
83250;10;7;0;0
83750;10;7;0;0
84250;8;10;0;0
84750;11;10;0;0
85250;9;9;0;0
85750;7;8;0;0
86250;7;5;0;0
86750;18;2;0;0
87250;4;6;0;0
87750;11;9;0;0
88250;10;7;0;0
88750;3;7;0;0
89250;10;9;0;0
89750;8;12;0;0
90250;13;7;0;0
90750;8;13;0;0
91250;12;13;0;0
91750;8;7;0;0
92250;8;11;0;0
92750;9;8;0;0
93250;11;6;0;0
93750;4;13;0;0
94250;10;9;0;0
94750;10;7;0;0
95250;5;8;0;0
95750;9;12;0;0
96250;7;7;0;0
96750;11;5;0;0
97250;8;9;0;0
97750;11;8;0;0
98250;8;7;0;0
98750;10;8;0;0
99250;11;4;0;0
99750;10;8;0;0
1250;988;16574;0;0
3750;48;62;0;0
6250;50;44;0;0
8750;52;52;0;0
11250;48;52;0;0
13750;47;31;0;0
16250;45;32;0;0
18750;42;39;0;0
21250;43;50;0;0
23750;47;47;0;0
26250;28;49;0;0
28750;37;33;0;0
31250;50;38;0;0
33750;38;40;0;0
36250;43;39;0;0
38750;33;33;0;0
41250;38;39;0;0
43750;100;36;0;0
46250;59;84;0;0
48750;80;59;0;0
51250;80;84;0;0
53750;183;113;0;0
56250;140;139;0;0
58750;85;107;0;0
61250;71;73;0;0
63750;69;61;0;0
66250;37;53;0;0
68750;39;35;0;0
71250;39;44;0;0
73750;48;41;0;0
76250;41;44;0;0
78750;38;31;0;0
81250;44;41;0;0
83750;40;36;0;0
86250;31;43;0;0
88750;49;29;0;0
91250;56;34;0;0
93750;36;28;0;0
96250;41;40;0;0
98750;34;40;0;0
