BinCenter (ps);Histo01;Histo02;Histo03;Histo04
650;974;15705;0;0
1950;29;655;0;0
3250;28;50;0;0
4550;24;26;0;0
5850;25;32;0;0
7150;22;21;0;0
8450;30;25;0;0
9750;18;26;0;0
11050;11;26;0;0
12350;19;25;0;0
13650;27;21;0;0
14950;26;21;0;0
16250;24;21;0;0
17550;24;16;0;0
18850;17;20;0;0
20150;20;27;0;0
21450;21;16;0;0
22750;32;26;0;0
24050;17;24;0;0
25350;27;26;0;0
26650;27;23;0;0
27950;18;13;0;0
29250;19;14;0;0
30550;26;19;0;0
31850;16;19;0;0
33150;21;24;0;0
34450;22;20;0;0
35750;27;22;0;0
37050;17;21;0;0
38350;23;18;0;0
39650;16;20;0;0
40950;18;16;0;0
42250;14;17;0;0
43550;40;22;0;0
44850;69;25;0;0
46150;41;56;0;0
47450;23;57;0;0
48750;36;30;0;0
50050;59;37;0;0
51350;31;44;0;0
52650;64;41;0;0
53950;96;69;0;0
55250;97;74;0;0
56550;63;68;0;0
57850;72;44;0;0
59150;44;48;0;0
60450;44;35;0;0
61750;42;36;0;0
63050;32;36;0;0
64350;27;31;0;0
65650;32;31;0;0
66950;20;19;0;0
68250;22;17;0;0
69550;34;24;0;0
70850;21;30;0;0
72150;20;21;0;0
73450;25;31;0;0
74750;18;22;0;0
76050;16;17;0;0
77350;23;18;0;0
78650;22;20;0;0
79950;21;24;0;0
81250;23;20;0;0
82550;27;18;0;0
83850;26;25;0;0
85150;21;16;0;0
86450;33;19;0;0
87750;16;23;0;0
89050;24;14;0;0
90350;24;24;0;0
91650;28;21;0;0
92950;27;25;0;0
94250;21;22;0;0
95550;30;17;0;0
96850;29;23;0;0
98150;25;21;0;0
99450;28;17;0;0
