BinCenter (ps);Histo01;Histo02;Histo03;Histo04
500;948;14189;0;0
1500;47;1996;0;0
2500;18;75;0;0
3500;14;15;0;0
4500;15;16;0;0
5500;19;25;0;0
6500;18;15;0;0
7500;21;13;0;0
8500;13;9;0;0
9500;19;8;0;0
10500;18;19;0;0
11500;15;21;0;0
12500;17;14;0;0
13500;17;22;0;0
14500;17;17;0;0
15500;25;22;0;0
16500;8;18;0;0
17500;11;20;0;0
18500;21;16;0;0
19500;15;21;0;0
20500;14;21;0;0
21500;15;23;0;0
22500;15;16;0;0
23500;9;12;0;0
24500;17;15;0;0
25500;21;17;0;0
26500;21;15;0;0
27500;11;21;0;0
28500;12;20;0;0
29500;7;15;0;0
30500;12;24;0;0
31500;14;16;0;0
32500;19;14;0;0
33500;12;20;0;0
34500;18;20;0;0
35500;16;17;0;0
36500;18;10;0;0
37500;14;21;0;0
38500;17;14;0;0
39500;17;26;0;0
40500;10;10;0;0
41500;24;13;0;0
42500;10;12;0;0
43500;30;16;0;0
44500;55;10;0;0
45500;41;22;0;0
46500;22;39;0;0
47500;24;46;0;0
48500;21;31;0;0
49500;68;20;0;0
50500;24;52;0;0
51500;24;36;0;0
52500;48;24;0;0
53500;70;39;0;0
54500;80;61;0;0
55500;58;53;0;0
56500;48;42;0;0
57500;43;42;0;0
58500;42;48;0;0
59500;39;25;0;0
60500;30;28;0;0
61500;38;32;0;0
62500;23;24;0;0
63500;32;28;0;0
64500;22;25;0;0
65500;20;21;0;0
66500;27;20;0;0
67500;23;24;0;0
68500;15;21;0;0
69500;27;23;0;0
70500;13;19;0;0
71500;21;10;0;0
72500;20;21;0;0
73500;17;12;0;0
74500;19;12;0;0
75500;11;18;0;0
76500;19;19;0;0
77500;12;21;0;0
78500;13;18;0;0
79500;21;21;0;0
80500;23;14;0;0
81500;20;17;0;0
82500;19;14;0;0
83500;20;15;0;0
84500;20;15;0;0
85500;18;15;0;0
86500;23;12;0;0
87500;16;27;0;0
88500;24;19;0;0
89500;15;14;0;0
90500;14;17;0;0
91500;19;13;0;0
92500;14;7;0;0
93500;9;13;0;0
94500;14;18;0;0
95500;13;19;0;0
96500;19;12;0;0
97500;17;16;0;0
98500;15;12;0;0
99500;19;21;0;0
