BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;801;5764;0;0
750;103;8518;0;0
1250;28;1830;0;0
1750;5;236;0;0
2250;10;41;0;0
2750;7;16;0;0
3250;7;13;0;0
3750;8;11;0;0
4250;8;9;0;0
4750;7;17;0;0
5250;6;9;0;0
5750;7;9;0;0
6250;14;10;0;0
6750;12;9;0;0
7250;4;10;0;0
7750;5;12;0;0
8250;12;6;0;0
8750;11;9;0;0
9250;6;12;0;0
9750;8;9;0;0
10250;8;5;0;0
10750;7;12;0;0
11250;9;7;0;0
11750;9;8;0;0
12250;3;4;0;0
12750;4;11;0;0
13250;10;8;0;0
13750;6;6;0;0
14250;7;2;0;0
14750;12;11;0;0
15250;6;8;0;0
15750;6;7;0;0
16250;9;8;0;0
16750;7;3;0;0
17250;12;6;0;0
17750;8;9;0;0
18250;10;14;0;0
18750;10;9;0;0
19250;8;9;0;0
19750;11;5;0;0
20250;8;4;0;0
20750;9;14;0;0
21250;7;9;0;0
21750;8;6;0;0
22250;13;5;0;0
22750;13;7;0;0
23250;8;5;0;0
23750;14;11;0;0
24250;7;11;0;0
24750;8;6;0;0
25250;6;6;0;0
25750;8;11;0;0
26250;8;11;0;0
26750;4;10;0;0
27250;5;7;0;0
27750;6;6;0;0
28250;6;8;0;0
28750;7;8;0;0
29250;5;3;0;0
29750;6;14;0;0
30250;10;9;0;0
30750;5;13;0;0
31250;6;9;0;0
31750;8;11;0;0
32250;6;15;0;0
32750;10;4;0;0
33250;4;6;0;0
33750;8;11;0;0
34250;6;6;0;0
34750;12;3;0;0
35250;15;4;0;0
35750;10;12;0;0
36250;5;10;0;0
36750;5;9;0;0
37250;6;5;0;0
37750;10;11;0;0
38250;5;9;0;0
38750;8;3;0;0
39250;5;5;0;0
39750;8;10;0;0
40250;12;5;0;0
40750;10;4;0;0
41250;8;5;0;0
41750;9;6;0;0
42250;9;10;0;0
42750;6;7;0;0
43250;10;6;0;0
43750;20;11;0;0
44250;29;9;0;0
44750;31;13;0;0
45250;21;8;0;0
45750;12;12;0;0
46250;14;27;0;0
46750;18;19;0;0
47250;7;24;0;0
47750;11;31;0;0
48250;9;4;0;0
48750;16;15;0;0
49250;24;9;0;0
49750;20;11;0;0
50250;11;20;0;0
50750;13;36;0;0
51250;8;18;0;0
51750;21;9;0;0
52250;14;12;0;0
52750;29;10;0;0
53250;37;15;0;0
53750;49;25;0;0
54250;42;26;0;0
54750;32;31;0;0
55250;26;33;0;0
55750;36;17;0;0
56250;25;35;0;0
56750;23;21;0;0
57250;21;23;0;0
57750;29;23;0;0
58250;17;18;0;0
58750;15;21;0;0
59250;23;16;0;0
59750;11;18;0;0
60250;19;17;0;0
60750;15;14;0;0
61250;17;11;0;0
61750;16;14;0;0
62250;8;7;0;0
62750;10;10;0;0
63250;17;11;0;0
63750;14;10;0;0
64250;10;15;0;0
64750;13;14;0;0
65250;7;14;0;0
65750;5;4;0;0
66250;6;3;0;0
66750;10;12;0;0
67250;9;8;0;0
67750;13;6;0;0
68250;6;10;0;0
68750;13;7;0;0
69250;13;10;0;0
69750;6;12;0;0
70250;10;4;0;0
70750;6;7;0;0
71250;9;5;0;0
71750;5;9;0;0
72250;12;8;0;0
72750;9;7;0;0
73250;9;11;0;0
73750;11;10;0;0
74250;8;8;0;0
74750;7;11;0;0
75250;6;13;0;0
75750;4;4;0;0
76250;8;5;0;0
76750;12;9;0;0
77250;6;5;0;0
77750;13;4;0;0
78250;13;5;0;0
78750;12;12;0;0
79250;7;9;0;0
79750;12;13;0;0
80250;9;6;0;0
80750;8;16;0;0
81250;5;11;0;0
81750;11;11;0;0
82250;11;6;0;0
82750;6;10;0;0
83250;9;6;0;0
83750;9;9;0;0
84250;7;12;0;0
84750;6;6;0;0
85250;4;14;0;0
85750;8;4;0;0
86250;9;8;0;0
86750;12;11;0;0
87250;4;7;0;0
87750;14;14;0;0
88250;7;7;0;0
88750;8;5;0;0
89250;5;11;0;0
89750;12;5;0;0
90250;14;6;0;0
90750;12;11;0;0
91250;11;5;0;0
91750;10;7;0;0
92250;9;9;0;0
92750;9;10;0;0
93250;12;5;0;0
93750;6;6;0;0
94250;9;5;0;0
94750;10;8;0;0
95250;12;9;0;0
95750;14;5;0;0
96250;7;12;0;0
96750;6;9;0;0
97250;10;10;0;0
97750;9;11;0;0
98250;9;7;0;0
98750;8;5;0;0
99250;11;10;0;0
99750;5;3;0;0
