BinCenter (ps);Histo01;Histo02;Histo03;Histo04
850;985;16137;0;0
2550;26;176;0;0
4250;29;36;0;0
5950;24;28;0;0
7650;27;18;0;0
9350;25;31;0;0
11050;34;34;0;0
12750;39;29;0;0
14450;23;29;0;0
16150;34;31;0;0
17850;26;23;0;0
19550;25;35;0;0
21250;21;34;0;0
22950;22;39;0;0
24650;29;23;0;0
26350;29;30;0;0
28050;22;24;0;0
29750;27;19;0;0
31450;29;25;0;0
33150;36;20;0;0
34850;27;28;0;0
36550;31;24;0;0
38250;23;31;0;0
39950;28;25;0;0
41650;32;31;0;0
43350;48;35;0;0
45050;58;26;0;0
46750;28;97;0;0
48450;41;52;0;0
50150;68;42;0;0
51850;56;37;0;0
53550;111;65;0;0
55250;102;90;0;0
56950;68;81;0;0
58650;61;75;0;0
60350;55;45;0;0
62050;47;44;0;0
63750;44;46;0;0
65450;31;46;0;0
67150;36;22;0;0
68850;29;18;0;0
70550;24;33;0;0
72250;38;25;0;0
73950;38;30;0;0
75650;27;30;0;0
77350;36;28;0;0
79050;24;24;0;0
80750;24;21;0;0
82450;26;28;0;0
84150;27;32;0;0
85850;27;25;0;0
87550;40;19;0;0
89250;24;16;0;0
90950;27;29;0;0
92650;29;28;0;0
94350;21;28;0;0
96050;25;39;0;0
97750;29;29;0;0
99450;29;18;0;0
