BinCenter (ps);Histo01;Histo02;Histo03;Histo04
350;8388;13535;0;0
1050;7518;9656;0;0
1750;6490;6490;0;0
2450;6346;5970;0;0
3150;6067;6043;0;0
3850;6232;5838;0;0
4550;5984;6165;0;0
5250;6203;6007;0;0
5950;6152;6065;0;0
6650;6229;6102;0;0
7350;6044;6218;0;0
8050;6228;6041;0;0
8750;6091;6023;0;0
9450;6222;6071;0;0
10150;6157;6128;0;0
10850;6161;6319;0;0
11550;5728;6179;0;0
12250;5904;6089;0;0
12950;5982;6011;0;0
13650;6154;5928;0;0
14350;6072;6142;0;0
15050;6211;6029;0;0
15750;6145;6168;0;0
16450;6023;6088;0;0
17150;6016;6177;0;0
17850;5962;5960;0;0
18550;5911;6040;0;0
19250;6236;5837;0;0
19950;5989;6115;0;0
20650;5948;6162;0;0
21350;6126;6042;0;0
22050;6119;6068;0;0
22750;5939;6065;0;0
23450;5998;6006;0;0
24150;6194;6079;0;0
24850;6153;6096;0;0
25550;6096;6125;0;0
26250;5939;6047;0;0
26950;6004;5853;0;0
27650;6149;6160;0;0
28350;6025;6087;0;0
29050;6051;6072;0;0
29750;5975;6020;0;0
30450;5944;6203;0;0
31150;5980;6084;0;0
31850;6104;6282;0;0
32550;5885;5970;0;0
33250;5924;5953;0;0
33950;6079;5933;0;0
34650;6194;6120;0;0
35350;6013;6095;0;0
36050;6077;6208;0;0
36750;5902;6118;0;0
37450;6028;6088;0;0
38150;6136;6077;0;0
38850;6047;5977;0;0
39550;5978;5981;0;0
40250;6167;6088;0;0
40950;6236;5990;0;0
41650;6106;6267;0;0
42350;6037;5901;0;0
43050;6090;6172;0;0
43750;5940;6027;0;0
44450;6040;5864;0;0
45150;6011;6119;0;0
45850;6007;6102;0;0
46550;5957;5988;0;0
47250;5971;6199;0;0
47950;5952;6206;0;0
48650;5935;5911;0;0
49350;5943;6072;0;0
50050;5951;6111;0;0
50750;5944;5986;0;0
51450;6154;5855;0;0
52150;6095;5868;0;0
52850;5983;5914;0;0
53550;5971;5845;0;0
54250;5847;5702;0;0
54950;5904;5681;0;0
55650;5836;5716;0;0
56350;5764;5800;0;0
57050;5829;5619;0;0
57750;6030;5707;0;0
58450;5994;5677;0;0
59150;5824;5560;0;0
59850;5803;5618;0;0
60550;5918;5447;0;0
61250;5851;5459;0;0
61950;5843;5456;0;0
62650;5934;5458;0;0
63350;5903;5355;0;0
64050;5935;5403;0;0
64750;5820;5427;0;0
65450;5877;5312;0;0
66150;5771;5346;0;0
66850;5732;5233;0;0
67550;5661;5382;0;0
68250;5801;5348;0;0
68950;5609;5382;0;0
69650;5820;5271;0;0
70350;5671;5208;0;0
71050;5666;5157;0;0
71750;5721;5220;0;0
72450;5668;5241;0;0
73150;5709;5303;0;0
73850;5732;5201;0;0
74550;5730;5118;0;0
75250;5606;5194;0;0
75950;5720;5120;0;0
76650;5652;5169;0;0
77350;5727;5098;0;0
78050;5721;5141;0;0
78750;5686;5035;0;0
79450;5652;5067;0;0
80150;5735;4980;0;0
80850;5685;4894;0;0
81550;5740;4962;0;0
82250;5686;5079;0;0
82950;5729;5036;0;0
83650;5654;5030;0;0
84350;5771;5003;0;0
85050;5624;4956;0;0
85750;5670;4929;0;0
86450;5576;4921;0;0
87150;5708;4815;0;0
87850;5668;4958;0;0
88550;5570;4871;0;0
89250;5706;4909;0;0
89950;5702;4763;0;0
90650;5693;4835;0;0
91350;5672;4798;0;0
92050;5520;4876;0;0
92750;5710;4804;0;0
93450;5747;4893;0;0
94150;5550;4807;0;0
94850;5619;4603;0;0
95550;5605;4771;0;0
96250;5599;4728;0;0
96950;5524;4740;0;0
97650;5568;4601;0;0
98350;5407;4730;0;0
99050;5663;4704;0;0
99750;5682;4606;0;0
350;883;10174;0;0
1050;73;6024;0;0
1750;22;377;0;0
2450;12;39;0;0
3150;12;19;0;0
3850;13;14;0;0
4550;8;14;0;0
5250;12;16;0;0
5950;10;10;0;0
6650;19;8;0;0
7350;11;11;0;0
8050;9;12;0;0
8750;12;9;0;0
9450;9;14;0;0
10150;16;13;0;0
10850;14;13;0;0
11550;17;6;0;0
12250;11;6;0;0
12950;18;12;0;0
13650;7;13;0;0
14350;9;14;0;0
15050;13;9;0;0
15750;9;15;0;0
16450;8;11;0;0
17150;11;16;0;0
17850;10;10;0;0
18550;17;11;0;0
19250;15;6;0;0
19950;10;9;0;0
20650;14;7;0;0
21350;8;7;0;0
22050;5;18;0;0
22750;5;15;0;0
23450;13;5;0;0
24150;7;13;0;0
24850;18;10;0;0
25550;7;11;0;0
26250;14;7;0;0
26950;9;4;0;0
27650;11;12;0;0
28350;8;10;0;0
29050;9;12;0;0
29750;7;9;0;0
30450;10;8;0;0
31150;13;4;0;0
31850;8;13;0;0
32550;10;9;0;0
33250;13;14;0;0
33950;16;13;0;0
34650;17;11;0;0
35350;9;7;0;0
36050;11;13;0;0
36750;15;7;0;0
37450;15;10;0;0
38150;14;11;0;0
38850;14;10;0;0
39550;14;15;0;0
40250;14;6;0;0
40950;13;14;0;0
41650;7;10;0;0
42350;12;10;0;0
43050;17;10;0;0
43750;38;7;0;0
44450;32;14;0;0
45150;30;17;0;0
45850;12;24;0;0
46550;12;29;0;0
47250;15;34;0;0
47950;15;24;0;0
48650;21;12;0;0
49350;36;8;0;0
50050;26;17;0;0
50750;11;44;0;0
51450;18;25;0;0
52150;27;7;0;0
52850;38;25;0;0
53550;44;16;0;0
54250;53;29;0;0
54950;47;48;0;0
55650;38;48;0;0
56350;43;41;0;0
57050;34;36;0;0
57750;29;34;0;0
58450;32;35;0;0
59150;28;39;0;0
59850;24;25;0;0
60550;23;31;0;0
61250;13;17;0;0
61950;18;23;0;0
62650;18;16;0;0
63350;24;19;0;0
64050;14;17;0;0
64750;12;22;0;0
65450;16;20;0;0
66150;11;15;0;0
66850;17;14;0;0
67550;8;9;0;0
68250;11;12;0;0
68950;12;14;0;0
69650;4;6;0;0
70350;11;7;0;0
71050;10;7;0;0
71750;13;14;0;0
72450;8;12;0;0
73150;15;12;0;0
73850;20;6;0;0
74550;9;7;0;0
75250;18;13;0;0
75950;12;13;0;0
76650;15;9;0;0
77350;12;10;0;0
78050;11;9;0;0
78750;10;14;0;0
79450;7;14;0;0
80150;7;13;0;0
80850;9;6;0;0
81550;13;12;0;0
82250;10;15;0;0
82950;14;11;0;0
83650;6;14;0;0
84350;8;16;0;0
85050;9;12;0;0
85750;6;10;0;0
86450;17;8;0;0
