BinCenter (ps);Histo01;Histo02;Histo03;Histo04
1050;973;16426;0;0
3150;35;79;0;0
5250;37;29;0;0
7350;39;30;0;0
9450;36;40;0;0
11550;31;30;0;0
13650;35;26;0;0
15750;43;30;0;0
17850;30;32;0;0
19950;22;32;0;0
22050;33;33;0;0
24150;36;27;0;0
26250;26;40;0;0
28350;32;33;0;0
30450;30;42;0;0
32550;34;25;0;0
34650;27;40;0;0
36750;49;46;0;0
38850;40;40;0;0
40950;30;39;0;0
43050;55;29;0;0
45150;96;54;0;0
47250;46;100;0;0
49350;88;52;0;0
51450;75;58;0;0
53550;166;72;0;0
55650;131;117;0;0
57750;107;101;0;0
59850;78;78;0;0
61950;62;57;0;0
64050;62;52;0;0
66150;40;51;0;0
68250;30;37;0;0
70350;42;34;0;0
72450;30;29;0;0
74550;41;44;0;0
76650;28;38;0;0
78750;34;42;0;0
80850;40;44;0;0
82950;40;26;0;0
85050;32;33;0;0
87150;33;30;0;0
89250;26;37;0;0
91350;41;33;0;0
93450;36;33;0;0
95550;39;26;0;0
97650;35;33;0;0
99750;35;31;0;0
