BinCenter (ps);Histo01;Histo02;Histo03;Histo04
500;911;14245;0;0
1500;37;2004;0;0
2500;16;65;0;0
3500;18;25;0;0
4500;13;19;0;0
5500;18;19;0;0
6500;21;18;0;0
7500;20;14;0;0
8500;31;13;0;0
9500;23;23;0;0
10500;8;18;0;0
11500;15;22;0;0
12500;11;16;0;0
13500;22;11;0;0
14500;13;18;0;0
15500;15;16;0;0
16500;19;13;0;0
17500;18;15;0;0
18500;12;24;0;0
19500;18;11;0;0
20500;22;18;0;0
21500;19;14;0;0
22500;18;21;0;0
23500;15;16;0;0
24500;11;23;0;0
25500;16;19;0;0
26500;14;16;0;0
27500;19;18;0;0
28500;15;17;0;0
29500;22;11;0;0
30500;15;12;0;0
31500;20;11;0;0
32500;16;22;0;0
33500;15;21;0;0
34500;16;15;0;0
35500;21;18;0;0
36500;11;18;0;0
37500;19;16;0;0
38500;22;14;0;0
39500;16;17;0;0
40500;11;16;0;0
41500;12;13;0;0
42500;14;19;0;0
43500;30;9;0;0
44500;65;23;0;0
45500;46;30;0;0
46500;22;47;0;0
47500;11;49;0;0
48500;28;27;0;0
49500;49;12;0;0
50500;19;55;0;0
51500;24;23;0;0
52500;48;29;0;0
53500;57;29;0;0
54500;78;53;0;0
55500;41;50;0;0
56500;59;44;0;0
57500;58;38;0;0
58500;43;58;0;0
59500;40;30;0;0
60500;27;21;0;0
61500;34;20;0;0
62500;25;28;0;0
63500;17;25;0;0
64500;15;17;0;0
65500;29;29;0;0
66500;17;25;0;0
67500;21;21;0;0
68500;10;19;0;0
69500;15;16;0;0
70500;14;13;0;0
71500;16;16;0;0
72500;16;15;0;0
73500;14;10;0;0
74500;12;18;0;0
75500;22;20;0;0
76500;18;15;0;0
77500;16;18;0;0
78500;20;11;0;0
79500;18;11;0;0
80500;13;13;0;0
81500;12;18;0;0
82500;25;15;0;0
83500;16;16;0;0
84500;15;16;0;0
85500;18;14;0;0
86500;18;17;0;0
87500;19;16;0;0
88500;9;16;0;0
89500;21;11;0;0
90500;20;15;0;0
91500;17;16;0;0
92500;14;16;0;0
93500;21;17;0;0
94500;26;14;0;0
95500;19;18;0;0
96500;16;12;0;0
97500;14;20;0;0
98500;13;20;0;0
99500;20;20;0;0
