BinCenter (ps);Histo01;Histo02;Histo03;Histo04
950;914;16287;0;0
2850;45;113;0;0
4750;27;36;0;0
6650;31;27;0;0
8550;31;26;0;0
10450;34;34;0;0
12350;26;28;0;0
14250;31;29;0;0
16150;33;34;0;0
18050;37;38;0;0
19950;25;30;0;0
21850;26;23;0;0
23750;35;27;0;0
25650;29;30;0;0
27550;34;32;0;0
29450;32;36;0;0
31350;32;38;0;0
33250;27;28;0;0
35150;25;42;0;0
37050;37;27;0;0
38950;24;39;0;0
40850;24;40;0;0
42750;40;31;0;0
44650;88;33;0;0
46550;30;79;0;0
48450;53;43;0;0
50350;69;64;0;0
52250;79;34;0;0
54150;143;103;0;0
56050;123;120;0;0
57950;74;104;0;0
59850;76;68;0;0
61750;57;55;0;0
63650;45;39;0;0
65550;38;48;0;0
67450;24;28;0;0
69350;43;35;0;0
71250;32;39;0;0
73150;35;29;0;0
75050;30;38;0;0
76950;29;25;0;0
78850;29;35;0;0
80750;35;35;0;0
82650;37;31;0;0
84550;37;32;0;0
86450;25;25;0;0
88350;32;25;0;0
90250;32;36;0;0
92150;27;28;0;0
94050;31;30;0;0
95950;37;38;0;0
97850;38;28;0;0
99750;45;23;0;0
