BinCenter (ps);Histo01;Histo02;Histo03;Histo04
1150;978;16290;0;0
3450;60;57;0;0
5750;36;42;0;0
8050;40;42;0;0
10350;41;38;0;0
12650;45;32;0;0
14950;35;35;0;0
17250;30;39;0;0
19550;26;35;0;0
21850;32;36;0;0
24150;37;44;0;0
26450;40;40;0;0
28750;25;37;0;0
31050;43;21;0;0
33350;39;47;0;0
35650;43;41;0;0
37950;40;45;0;0
40250;38;38;0;0
42550;42;51;0;0
44850;113;39;0;0
47150;31;91;0;0
49450;91;56;0;0
51750;83;71;0;0
54050;181;114;0;0
56350;123;126;0;0
58650;100;91;0;0
60950;74;66;0;0
63250;65;59;0;0
65550;40;51;0;0
67850;33;38;0;0
70150;41;42;0;0
72450;39;43;0;0
74750;39;41;0;0
77050;33;36;0;0
79350;34;39;0;0
81650;49;32;0;0
83950;27;39;0;0
86250;36;31;0;0
88550;33;38;0;0
90850;44;43;0;0
93150;45;42;0;0
95450;35;37;0;0
97750;36;34;0;0
100050;39;35;0;0
