"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 16:00:06
"Stop Time:"; 16:00:35

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";49            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000577;-0.0086537;;16:00:06:061
-0.000576;-0.0086536;;16:00:06:662
-0.000576;-0.0086535;;16:00:07:263
-0.000578;-0.0086532;;16:00:07:864
-0.000582;-0.0086530;;16:00:08:465
0.297539;-0.0086526;;16:00:09:066
0.414864;-0.0086523;;16:00:09:667
0.489452;-0.0086526;Clipped ;16:00:10:271
0.629421;-0.0086520;;16:00:11:077
0.604946;-0.0086517;;16:00:11:678
0.689661;-0.0086515;;16:00:12:276
0.854051;-0.0086514;;16:00:12:877
0.921785;-0.0086511;;16:00:13:478
0.940022;-0.0086509;;16:00:14:079
0.978760;-0.0086508;;16:00:14:680
1.109330;-0.0086505;;16:00:15:281
1.141511;-0.0086510;;16:00:15:882
1.163254;-0.0086510;;16:00:16:483
1.289595;-0.0086506;;16:00:17:084
1.350719;-0.0086502;;16:00:17:685
1.430618;-0.0086503;;16:00:18:286
1.459065;-0.0086500;;16:00:18:887
1.489849;-0.0086500;;16:00:19:488
1.508443;-0.0086498;;16:00:20:089
1.529647;-0.0086497;;16:00:20:690
1.549865;-0.0086495;;16:00:21:291
1.586143;-0.0086494;;16:00:21:892
1.602376;-0.0086491;;16:00:22:493
1.622111;-0.0086490;;16:00:23:094
1.649045;-0.0086486;;16:00:23:695
1.659106;-0.0086487;;16:00:24:296
1.690450;-0.0086486;;16:00:24:897
1.717229;-0.0086485;;16:00:25:498
1.709583;-0.0086481;;16:00:26:099
1.783335;-0.0086480;;16:00:26:700
1.804770;-0.0086481;;16:00:27:301
1.841134;-0.0086474;;16:00:27:902
1.866834;-0.0086471;;16:00:28:503
1.897411;-0.0086470;;16:00:29:104
1.924516;-0.0086470;;16:00:29:705
1.961975;-0.0086469;;16:00:30:306
1.973549;-0.0086467;;16:00:30:907
1.988900;-0.0086477;;16:00:31:508
2.012200;-0.0086466;;16:00:32:109
2.041336;-0.0086465;;16:00:32:710
2.068321;-0.0086462;;16:00:33:311
0.907532;-0.0086464;;16:00:33:912
0.897253;-0.0086459;;16:00:34:513
0.896995;-0.0086458;;16:00:35:114
