"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 12:10:16
"Stop Time:"; 12:11:08

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";131           ;


"DCV[V];ACV[V];DCV + ACV[V];Flag;Timestamp";
-0.000288;0.000615;0.000679;;12:10:16:081
-0.000435;0.000622;0.000759;;12:10:16:482
-0.000275;0.000627;0.000685;;12:10:16:883
-0.000243;0.000632;0.000677;;12:10:17:284
-0.000260;0.000632;0.000683;;12:10:17:685
-0.000273;0.000632;0.000688;;12:10:18:086
-0.000278;0.000639;0.000697;;12:10:18:487
0.022264;0.014057;0.026331;;12:10:18:888
0.159873;0.012935;0.160395;;12:10:19:289
0.267095;0.014950;0.267513;;12:10:19:690
0.373052;0.021639;0.373679;;12:10:20:091
0.439242;0.016753;0.439562;;12:10:20:492
0.487520;0.017004;0.487816;Clipped ;12:10:20:896
0.588039;0.021964;0.588449;;12:10:21:502
0.671378;0.023572;0.671792;;12:10:21:903
0.721235;0.026320;0.721715;;12:10:22:301
0.793631;0.029397;0.794175;;12:10:22:702
0.902044;0.031578;0.902596;;12:10:23:103
0.907080;0.032303;0.907655;;12:10:23:504
0.950470;0.033796;0.951071;;12:10:23:905
1.076673;0.039249;1.077388;;12:10:24:306
1.160251;0.040199;1.160948;;12:10:24:707
1.260658;0.042128;1.261362;;12:10:25:108
1.329566;0.043947;1.330292;;12:10:25:509
1.322970;0.044191;1.323708;;12:10:25:910
1.336680;0.046245;1.337479;;12:10:26:311
1.413622;0.055204;1.414700;;12:10:26:712
1.469472;0.073691;1.471318;;12:10:27:113
1.567775;0.092931;1.570527;;12:10:27:514
1.671410;0.114801;1.675348;;12:10:27:915
1.742608;0.133861;1.747742;;12:10:28:316
1.835232;0.155274;1.841789;;12:10:28:717
1.843985;0.161129;1.851012;;12:10:29:118
1.839057;0.161728;1.846155;;12:10:29:519
1.834509;0.161764;1.841627;;12:10:29:920
1.830314;0.161754;1.837448;;12:10:30:321
1.826419;0.161772;1.833569;;12:10:30:722
1.822577;0.161726;1.829739;;12:10:31:123
1.819770;0.161755;1.826945;;12:10:31:524
1.817308;0.161740;1.824491;;12:10:31:925
1.815619;0.161697;1.822806;;12:10:32:326
1.813363;0.161634;1.820552;;12:10:32:727
1.811972;0.161617;1.819165;;12:10:33:128
1.810316;0.161623;1.817516;;12:10:33:529
1.809536;0.161643;1.816742;;12:10:33:930
1.808253;0.161661;1.815465;;12:10:34:331
1.807428;0.161662;1.814644;;12:10:34:732
1.806472;0.161634;1.813688;;12:10:35:133
1.806376;0.161655;1.813595;;12:10:35:534
1.805544;0.161681;1.812769;;12:10:35:935
1.804968;0.161678;1.812194;;12:10:36:336
1.804660;0.161723;1.811892;;12:10:36:737
1.804299;0.161717;1.811532;;12:10:37:138
1.804157;0.161745;1.811393;;12:10:37:539
1.804165;0.161726;1.811399;;12:10:37:940
1.803634;0.161703;1.810869;;12:10:38:341
1.803489;0.161728;1.810726;;12:10:38:742
1.801557;0.161667;1.808797;;12:10:39:143
1.800673;0.161678;1.807917;;12:10:39:544
1.800804;0.161715;1.808051;;12:10:39:945
1.800953;0.161715;1.808199;;12:10:40:346
1.800940;0.161746;1.808189;;12:10:40:747
1.799254;0.161719;1.806507;;12:10:41:148
1.797599;0.161707;1.804858;;12:10:41:549
1.797740;0.159854;1.804833;;12:10:41:950
1.459652;0.095986;1.462804;;12:10:42:351
1.488816;0.150039;1.496357;;12:10:42:752
1.797613;0.171138;1.805741;;12:10:43:153
1.801068;0.162867;1.808416;;12:10:43:554
1.801275;0.161970;1.808542;;12:10:43:955
1.801765;0.161781;1.809013;;12:10:44:356
1.801985;0.161760;1.809231;;12:10:44:757
1.801426;0.161719;1.808671;;12:10:45:158
1.801225;0.161728;1.808471;;12:10:45:559
