"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 13:11:23
"Stop Time:"; 13:11:41

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";45            ;


"DCV[V];ACV[V];DCV + ACV[V];Flag;Timestamp";
-0.000210;0.000660;0.000693;;13:11:23:315
-0.000210;0.000658;0.000691;;13:11:23:716
-0.000210;0.000655;0.000688;;13:11:24:117
-0.000209;0.000660;0.000693;;13:11:24:518
-0.000210;0.000660;0.000693;;13:11:24:919
-0.000210;0.000658;0.000690;;13:11:25:320
0.197212;0.050167;0.203493;;13:11:25:721
0.282122;0.027689;0.283477;;13:11:26:122
0.288702;0.012337;0.288965;;13:11:26:523
0.325418;0.020414;0.326058;;13:11:26:924
0.434130;0.023342;0.434757;;13:11:27:325
0.478693;0.017117;0.478998;;13:11:27:726
0.454370;0.016612;0.454674;;13:11:28:127
0.451934;0.016446;0.452233;;13:11:28:528
0.464581;0.017801;0.464922;;13:11:28:929
0.499912;0.021215;0.500362;Overrange ;13:11:29:336
0.635047;0.022768;0.635455;;13:11:29:939
0.667496;0.023264;0.667901;;13:11:30:340
0.694820;0.024479;0.695251;;13:11:30:738
0.706164;0.025287;0.706616;;13:11:31:139
0.761838;0.027104;0.762320;;13:11:31:540
0.845876;0.029923;0.846405;;13:11:31:941
0.870963;0.029534;0.871464;;13:11:32:342
0.889190;0.030638;0.889717;;13:11:32:743
0.912638;0.031057;0.913166;;13:11:33:144
0.936950;0.031709;0.937487;;13:11:33:545
0.969647;0.032401;0.970188;;13:11:33:946
0.985562;0.033647;0.986136;;13:11:34:347
1.035565;0.034348;1.036134;;13:11:34:748
1.047594;0.036717;1.048237;;13:11:35:149
1.122403;0.037352;1.123024;;13:11:35:550
1.167475;0.038731;1.168117;;13:11:35:951
1.220711;0.039861;1.221361;;13:11:36:352
1.232229;0.041127;1.232915;;13:11:36:753
1.275909;0.042391;1.276613;;13:11:37:154
1.304156;0.134761;1.311100;;13:11:37:555
1.292331;0.149061;1.300899;;13:11:37:956
1.288036;0.150471;1.296796;;13:11:38:357
1.286708;0.150666;1.295498;;13:11:38:758
1.285272;0.150669;1.294073;;13:11:39:159
1.283658;0.150598;1.292462;;13:11:39:560
1.282284;0.150518;1.291088;;13:11:39:961
1.281612;0.150451;1.290413;;13:11:40:362
1.281572;0.150342;1.290360;;13:11:40:763
1.281617;0.150394;1.290411;;13:11:41:164
