"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 12:47:28
"Stop Time:"; 12:47:52

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";60            ;


"DCV[V];ACV[V];DCV + ACV[V];Flag;Timestamp";
-0.000242;0.000644;0.000688;;12:47:28:152
-0.000242;0.000639;0.000683;;12:47:28:553
-0.000241;0.000646;0.000689;;12:47:28:954
-0.000240;0.000644;0.000687;;12:47:29:355
-0.000240;0.000651;0.000694;;12:47:29:756
-0.000242;0.000653;0.000697;;12:47:30:157
0.070651;0.019914;0.073404;;12:47:30:558
0.027363;0.020691;0.034305;;12:47:30:959
0.178933;0.023388;0.180455;;12:47:31:360
0.288311;0.018962;0.288933;;12:47:31:761
0.392737;0.015451;0.393041;;12:47:32:162
0.479020;0.018095;0.479362;Overrange ;12:47:32:566
0.499912;0.021610;0.500379;Overrange ;12:47:32:967
0.596719;0.023209;0.597170;;12:47:33:573
0.637424;0.023571;0.637859;;12:47:33:974
0.682167;0.024177;0.682595;;12:47:34:372
0.729171;0.025284;0.729609;;12:47:34:773
0.773034;0.026819;0.773499;;12:47:35:174
0.789460;0.029375;0.790006;;12:47:35:575
0.838598;0.029247;0.839108;;12:47:35:976
0.882457;0.030022;0.882968;;12:47:36:377
0.896351;0.030900;0.896884;;12:47:36:778
0.922742;0.031320;0.923273;;12:47:37:179
0.955762;0.032353;0.956309;;12:47:37:580
0.973518;0.033049;0.974079;;12:47:37:981
1.013269;0.033969;1.013838;;12:47:38:382
1.086689;0.036413;1.087299;;12:47:38:783
1.130567;0.037259;1.131181;;12:47:39:184
1.156021;0.038889;1.156675;;12:47:39:585
1.224797;0.040104;1.225453;;12:47:39:986
1.286430;0.041768;1.287108;;12:47:40:387
1.342353;0.046741;1.343166;;12:47:40:788
1.396163;0.078820;1.398386;;12:47:41:189
1.417188;0.093454;1.420266;;12:47:41:590
1.457032;0.104710;1.460790;;12:47:41:991
1.516151;0.118244;1.520755;;12:47:42:392
1.553152;0.128912;1.558492;;12:47:42:793
1.596217;0.143477;1.602653;;12:47:43:194
1.639277;0.154831;1.646573;;12:47:43:595
1.632497;0.156031;1.639936;;12:47:43:996
1.626849;0.156100;1.634320;;12:47:44:397
1.621725;0.156031;1.629214;;12:47:44:798
1.617431;0.155917;1.624929;;12:47:45:199
1.613899;0.155766;1.621399;;12:47:45:600
1.610029;0.155666;1.617537;;12:47:46:001
1.606746;0.155593;1.614262;;12:47:46:402
1.604357;0.155504;1.611876;;12:47:46:803
1.602478;0.155461;1.610001;;12:47:47:204
1.600787;0.155424;1.608315;;12:47:47:605
1.599400;0.155334;1.606925;;12:47:48:006
1.597491;0.155300;1.605022;;12:47:48:407
1.596364;0.155284;1.603899;;12:47:48:808
1.594711;0.155255;1.602251;;12:47:49:209
1.593754;0.155269;1.601300;;12:47:49:610
1.593338;0.155274;1.600886;;12:47:50:011
1.591991;0.155309;1.599548;;12:47:50:412
1.591512;0.155352;1.599076;;12:47:50:813
1.591126;0.155606;1.598716;;12:47:51:214
1.590871;0.155073;1.598411;;12:47:51:615
1.589549;0.154649;1.597054;;12:47:52:016
