"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 15:55:54
"Stop Time:"; 15:56:20

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";43            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000632;-0.0087318;;15:55:54:564
-0.000631;-0.0087316;;15:55:55:165
-0.000633;-0.0087315;;15:55:55:766
0.408455;-0.0087313;;15:55:56:367
0.499912;-0.0087317;Clipped ;15:55:56:971
0.632085;-0.0087305;;15:55:57:778
0.649381;-0.0087303;;15:55:58:379
0.650852;-0.0087304;;15:55:58:977
0.688128;-0.0087302;;15:55:59:578
0.751226;-0.0087299;;15:56:00:179
0.853871;-0.0087294;;15:56:00:780
0.909163;-0.0087292;;15:56:01:381
0.928237;-0.0087289;;15:56:01:982
0.962224;-0.0087287;;15:56:02:583
0.964868;-0.0087286;;15:56:03:184
1.073651;-0.0087286;;15:56:03:785
1.135479;-0.0087284;;15:56:04:386
1.198945;-0.0087280;;15:56:04:987
1.248793;-0.0087276;;15:56:05:588
1.295354;-0.0087274;;15:56:06:189
1.347125;-0.0087270;;15:56:06:790
1.403617;-0.0087268;;15:56:07:391
1.436009;-0.0087270;;15:56:07:992
1.492367;-0.0087266;;15:56:08:593
1.559449;-0.0087265;;15:56:09:194
1.578764;-0.0087262;;15:56:09:795
1.589286;-0.0087261;;15:56:10:396
1.680216;-0.0087259;;15:56:10:997
1.744250;-0.0087257;;15:56:11:598
1.798959;-0.0087251;;15:56:12:199
1.813876;-0.0087247;;15:56:12:800
1.844958;-0.0087246;;15:56:13:401
1.879637;-0.0087244;;15:56:14:002
0.853209;-0.0087241;;15:56:14:603
0.849368;-0.0087238;;15:56:15:204
0.849009;-0.0087238;;15:56:15:805
0.849152;-0.0087238;;15:56:16:406
0.849296;-0.0087235;;15:56:17:007
0.849408;-0.0087233;;15:56:17:608
0.849494;-0.0087232;;15:56:18:209
0.849571;-0.0087229;;15:56:18:810
0.849655;-0.0087227;;15:56:19:411
0.849720;-0.0087226;;15:56:20:012
