SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Dec 06 16:12:46 CET 2024
User: student
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: HR4C155
Integration Time (usec): 100000 (HR4C155)
Spectra Averaged: 1 (HR4C155)
Boxcar Smoothing: 0 (HR4C155)
Correct for Electrical Dark: No (HR4C155)
Strobe/Lamp Enabled: No (HR4C155)
Correct for Detector Non-linearity: No (HR4C155)
Correct for Stray Light: No (HR4C155)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
195.39	735.00
195.66	735.00
195.93	735.00
196.20	670.00
196.46	717.00
196.73	844.00
197.00	846.00
197.27	844.00
197.54	853.00
197.81	852.00
198.08	871.00
198.35	900.00
198.61	919.00
198.88	892.00
199.15	861.00
199.42	882.00
199.69	904.00
199.96	873.00
200.23	862.00
200.49	871.00
200.76	899.00
201.03	906.00
201.30	888.00
201.57	932.00
201.84	923.00
202.11	890.00
202.38	921.00
202.64	912.00
202.91	926.00
203.18	873.00
203.45	933.00
203.72	1017.00
203.99	947.00
204.25	938.00
204.52	931.00
204.79	929.00
205.06	936.00
205.33	892.00
205.60	913.00
205.87	945.00
206.13	946.00
206.40	914.00
206.67	889.00
206.94	931.00
207.21	954.00
207.48	932.00
207.75	911.00
208.01	945.00
208.28	944.00
208.55	905.00
208.82	920.00
209.09	914.00
209.36	945.00
209.62	922.00
209.89	937.00
210.16	966.00
210.43	970.00
210.70	885.00
210.97	911.00
211.23	935.00
211.50	973.00
211.77	913.00
212.04	912.00
212.31	927.00
212.58	964.00
212.84	930.00
213.11	931.00
213.38	889.00
213.65	913.00
213.92	886.00
214.18	913.00
214.45	960.00
214.72	957.00
214.99	897.00
215.26	922.00
215.53	914.00
215.79	946.00
216.06	943.00
216.33	937.00
216.60	917.00
216.87	962.00
217.13	867.00
217.40	880.00
217.67	929.00
217.94	973.00
218.21	895.00
218.48	938.00
218.74	990.00
219.01	946.00
219.28	878.00
219.55	880.00
219.82	925.00
220.08	947.00
220.35	916.00
220.62	890.00
220.89	946.00
221.16	969.00
221.42	930.00
221.69	947.00
221.96	967.00
222.23	959.00
222.50	942.00
222.76	948.00
223.03	916.00
223.30	906.00
223.57	892.00
223.84	887.00
224.10	902.00
224.37	922.00
224.64	883.00
224.91	921.00
225.18	955.00
225.44	942.00
225.71	916.00
225.98	945.00
226.25	960.00
226.51	965.00
226.78	894.00
227.05	892.00
227.32	936.00
227.59	930.00
227.85	921.00
228.12	915.00
228.39	961.00
228.66	976.00
228.92	982.00
229.19	939.00
229.46	946.00
229.73	918.00
230.00	886.00
230.26	922.00
230.53	969.00
230.80	922.00
231.07	877.00
231.33	897.00
231.60	926.00
231.87	948.00
232.14	918.00
232.41	960.00
232.67	949.00
232.94	953.00
233.21	882.00
233.48	926.00
233.74	933.00
234.01	924.00
234.28	898.00
234.55	913.00
234.81	912.00
235.08	961.00
235.35	911.00
235.62	891.00
235.88	929.00
236.15	943.00
236.42	918.00
236.69	916.00
236.95	952.00
237.22	937.00
237.49	904.00
237.76	908.00
238.02	962.00
238.29	964.00
238.56	890.00
238.83	898.00
239.09	915.00
239.36	964.00
239.63	921.00
239.90	921.00
240.16	962.00
240.43	997.00
240.70	909.00
240.97	910.00
241.23	931.00
241.50	929.00
241.77	913.00
242.04	915.00
242.30	887.00
242.57	910.00
242.84	895.00
243.11	891.00
243.37	874.00
243.64	933.00
243.91	900.00
