BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;186;4562;4562;186
1650;17;802;802;17
2750;5;26;26;5
3850;8;11;11;8
4950;16;22;22;16
6050;10;10;10;10
7150;13;10;10;13
8250;11;7;7;11
9350;10;7;7;10
10450;13;8;8;13
11550;2;12;12;2
12650;13;10;10;13
13750;12;10;10;12
14850;9;10;10;9
15950;8;11;11;8
17050;12;8;8;12
18150;10;10;10;10
19250;6;9;9;6
20350;10;7;7;10
21450;16;9;9;16
22550;10;10;10;10
23650;13;6;6;13
24750;6;11;11;6
25850;9;12;12;9
26950;9;7;7;9
28050;9;11;11;9
29150;8;4;4;8
30250;9;11;11;9
31350;8;9;9;8
32450;6;10;10;6
33550;10;13;13;10
34650;8;13;13;8
35750;11;15;15;11
36850;9;11;11;9
37950;11;14;14;11
39050;10;14;14;10
40150;13;5;5;13
41250;16;14;14;16
42350;3;12;12;3
43450;13;14;14;13
44550;23;10;10;23
45650;19;17;17;19
46750;11;12;12;11
47850;13;19;19;13
48950;25;11;11;25
50050;14;14;14;14
51150;10;17;17;10
52250;17;11;11;17
53350;34;18;18;34
54450;29;24;24;29
55550;23;25;25;23
56650;26;23;23;26
57750;16;12;12;16
58850;18;28;28;18
59950;16;15;15;16
61050;16;8;8;16
62150;11;15;15;11
63250;15;17;17;15
64350;12;12;12;12
65450;16;11;11;16
66550;12;7;7;12
67650;10;5;5;10
68750;10;6;6;10
69850;10;6;6;10
70950;10;8;8;10
72050;9;9;9;9
73150;14;7;7;14
74250;13;6;6;13
75350;8;4;4;8
76450;6;8;8;6
77550;9;7;7;9
78650;8;7;7;8
79750;13;9;9;13
80850;6;9;9;6
81950;14;10;10;14
83050;8;3;3;8
84150;13;7;7;13
85250;7;6;6;7
86350;9;11;11;9
87450;6;13;13;6
88550;8;6;6;8
89650;11;10;10;11
90750;13;10;10;13
91850;7;8;8;7
92950;8;6;6;8
94050;4;8;8;4
95150;5;5;5;5
96250;11;6;6;11
97350;8;13;13;8
98450;14;12;12;14
99550;12;12;12;12
