BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;705;14511;14511;705
1650;35;2396;2396;35
2750;20;66;66;20
3850;20;32;32;20
4950;21;25;25;21
6050;23;22;22;23
7150;26;25;25;26
8250;22;17;17;22
9350;15;11;11;15
10450;28;22;22;28
11550;16;15;15;16
12650;13;20;20;13
13750;9;26;26;9
14850;16;16;16;16
15950;17;18;18;17
17050;10;18;18;10
18150;25;25;25;25
19250;15;15;15;15
20350;14;12;12;14
21450;15;15;15;15
22550;14;23;23;14
23650;20;21;21;20
24750;14;20;20;14
25850;22;16;16;22
26950;19;16;16;19
28050;24;21;21;24
29150;14;16;16;14
30250;20;16;16;20
31350;17;11;11;17
32450;20;17;17;20
33550;19;19;19;19
34650;19;19;19;19
35750;22;16;16;22
36850;26;21;21;26
37950;18;14;14;18
39050;21;15;15;21
40150;14;18;18;14
41250;15;22;22;15
42350;25;12;12;25
43450;38;23;23;38
44550;54;17;17;54
45650;34;24;24;34
46750;18;47;47;18
47850;23;50;50;23
48950;44;21;21;44
50050;32;32;32;32
51150;25;45;45;25
52250;54;21;21;54
53350;86;24;24;86
54450;85;61;61;85
55550;69;65;65;69
56650;79;55;55;79
57750;58;50;50;58
58850;59;38;38;59
59950;55;44;44;55
61050;41;28;28;41
62150;44;37;37;44
63250;26;28;28;26
64350;29;31;31;29
65450;27;23;23;27
66550;15;21;21;15
67650;26;17;17;26
68750;19;17;17;19
69850;25;15;15;25
70950;15;16;16;15
72050;15;21;21;15
73150;17;17;17;17
74250;27;29;29;27
75350;18;30;30;18
76450;10;9;9;10
77550;18;27;27;18
78650;20;24;24;20
79750;19;13;13;19
80850;9;16;16;9
81950;17;11;11;17
83050;28;20;20;28
84150;24;19;19;24
85250;13;17;17;13
86350;17;18;18;17
87450;22;15;15;22
88550;19;22;22;19
89650;23;22;22;23
90750;21;21;21;21
91850;12;16;16;12
92950;23;10;10;23
94050;19;22;22;19
95150;17;17;17;17
96250;10;19;19;10
97350;24;22;22;24
98450;17;21;21;17
99550;16;22;22;16
