BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;88;2041;2041;88
1650;9;413;413;9
2750;7;14;14;7
3850;8;11;11;8
4950;6;6;6;6
6050;10;11;11;10
7150;5;3;3;5
8250;9;6;6;9
9350;4;11;11;4
10450;5;4;4;5
11550;11;10;10;11
12650;5;10;10;5
13750;8;5;5;8
14850;9;5;5;9
15950;8;5;5;8
17050;8;7;7;8
18150;10;7;7;10
19250;6;4;4;6
20350;6;9;9;6
21450;10;8;8;10
22550;8;5;5;8
23650;6;7;7;6
24750;8;8;8;8
25850;6;7;7;6
26950;8;4;4;8
28050;8;5;5;8
29150;2;14;14;2
30250;5;6;6;5
31350;7;4;4;7
32450;14;7;7;14
33550;2;6;6;2
34650;9;5;5;9
35750;9;5;5;9
36850;16;4;4;16
37950;5;4;4;5
39050;7;3;3;7
40150;7;14;14;7
41250;10;7;7;10
42350;6;9;9;6
43450;9;5;5;9
44550;11;6;6;11
45650;9;10;10;9
46750;5;10;10;5
47850;9;11;11;9
48950;8;6;6;8
50050;7;9;9;7
51150;5;10;10;5
52250;11;9;9;11
53350;16;4;4;16
54450;19;9;9;19
55550;9;13;13;9
56650;19;7;7;19
57750;14;23;23;14
58850;8;19;19;8
59950;6;5;5;6
61050;11;13;13;11
62150;11;6;6;11
63250;7;6;6;7
64350;10;5;5;10
65450;6;9;9;6
66550;8;5;5;8
67650;7;6;6;7
68750;3;6;6;3
69850;8;8;8;8
70950;8;5;5;8
72050;9;7;7;9
73150;9;8;8;9
74250;6;13;13;6
75350;6;5;5;6
76450;9;5;5;9
77550;6;5;5;6
78650;8;7;7;8
79750;11;5;5;11
80850;11;6;6;11
81950;5;11;11;5
83050;7;6;6;7
84150;4;8;8;4
85250;7;5;5;7
86350;11;7;7;11
87450;5;11;11;5
88550;10;4;4;10
89650;11;3;3;11
90750;9;7;7;9
91850;5;4;4;5
92950;9;8;8;9
94050;10;10;10;10
95150;6;10;10;6
96250;6;8;8;6
97350;8;5;5;8
98450;7;5;5;7
99550;4;3;3;4
