BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;262;6586;6586;262
1650;15;1286;1286;15
2750;13;39;39;13
3850;4;16;16;4
4950;11;13;13;11
6050;11;8;8;11
7150;14;20;20;14
8250;14;10;10;14
9350;11;13;13;11
10450;14;11;11;14
11550;10;13;13;10
12650;14;9;9;14
13750;12;9;9;12
14850;8;9;9;8
15950;8;10;10;8
17050;13;8;8;13
18150;13;12;12;13
19250;14;16;16;14
20350;4;17;17;4
21450;10;14;14;10
22550;12;16;16;12
23650;11;11;11;11
24750;6;10;10;6
25850;11;8;8;11
26950;8;15;15;8
28050;15;7;7;15
29150;10;9;9;10
30250;13;13;13;13
31350;13;14;14;13
32450;9;10;10;9
33550;10;17;17;10
34650;13;10;10;13
35750;9;5;5;9
36850;8;10;10;8
37950;15;12;12;15
39050;7;6;6;7
40150;10;4;4;10
41250;11;8;8;11
42350;9;15;15;9
43450;22;8;8;22
44550;31;8;8;31
45650;14;12;12;14
46750;13;27;27;13
47850;10;29;29;10
48950;20;10;10;20
50050;22;15;15;22
51150;25;18;18;25
52250;36;17;17;36
53350;46;21;21;46
54450;36;20;20;36
55550;32;30;30;32
56650;28;28;28;28
57750;24;29;29;24
58850;21;24;24;21
59950;19;17;17;19
61050;19;15;15;19
62150;21;20;20;21
63250;19;19;19;19
64350;18;16;16;18
65450;11;21;21;11
66550;17;17;17;17
67650;19;14;14;19
68750;14;16;16;14
69850;11;12;12;11
70950;3;11;11;3
72050;6;14;14;6
73150;10;12;12;10
74250;14;11;11;14
75350;13;11;11;13
76450;9;11;11;9
77550;13;6;6;13
78650;14;8;8;14
79750;8;11;11;8
80850;13;9;9;13
81950;10;6;6;10
83050;10;9;9;10
84150;6;6;6;6
85250;15;14;14;15
86350;10;9;9;10
87450;11;9;9;11
88550;13;10;10;13
89650;7;14;14;7
90750;8;8;8;8
91850;13;15;15;13
92950;14;14;14;14
94050;7;12;12;7
95150;7;11;11;7
96250;13;12;12;13
97350;7;7;7;7
98450;11;8;8;11
99550;15;12;12;15
