BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;6;43;43;6
1650;3;7;7;3
2750;2;6;6;2
3850;7;7;7;7
4950;3;7;7;3
6050;4;10;10;4
7150;7;5;5;7
8250;6;7;7;6
9350;6;6;6;6
10450;7;10;10;7
11550;9;6;6;9
12650;3;8;8;3
13750;4;8;8;4
14850;3;7;7;3
15950;10;6;6;10
17050;5;4;4;5
18150;7;12;12;7
19250;5;7;7;5
20350;11;9;9;11
21450;3;7;7;3
22550;6;1;1;6
23650;5;6;6;5
24750;7;5;5;7
25850;4;6;6;4
26950;3;8;8;3
28050;7;6;6;7
29150;3;5;5;3
30250;5;6;6;5
31350;1;4;4;1
32450;7;3;3;7
33550;8;9;9;8
34650;8;2;2;8
35750;2;4;4;2
36850;6;5;5;6
37950;4;5;5;4
39050;9;2;2;9
40150;4;8;8;4
41250;6;9;9;6
42350;2;8;8;2
43450;6;3;3;6
44550;5;4;4;5
45650;6;6;6;6
46750;7;5;5;7
47850;7;6;6;7
48950;2;4;4;2
50050;6;2;2;6
51150;8;7;7;8
52250;3;5;5;3
53350;6;6;6;6
54450;6;4;4;6
55550;5;7;7;5
56650;5;4;4;5
57750;3;2;2;3
58850;5;4;4;5
59950;3;5;5;3
61050;6;3;3;6
62150;4;7;7;4
63250;6;4;4;6
64350;3;2;2;3
65450;7;6;6;7
66550;7;4;4;7
67650;9;2;2;9
68750;7;7;7;7
69850;5;10;10;5
70950;8;9;9;8
72050;5;5;5;5
73150;7;3;3;7
74250;4;10;10;4
75350;4;6;6;4
76450;3;8;8;3
77550;0;1;1;0
78650;3;4;4;3
79750;10;8;8;10
80850;6;9;9;6
81950;2;7;7;2
83050;7;8;8;7
84150;5;6;6;5
85250;4;7;7;4
86350;11;5;5;11
87450;8;5;5;8
88550;4;7;7;4
89650;5;4;4;5
90750;5;11;11;5
91850;5;9;9;5
92950;4;11;11;4
94050;4;3;3;4
95150;5;3;3;5
96250;6;8;8;6
97350;4;5;5;4
98450;3;3;3;3
99550;10;6;6;10
