BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;17;356;356;17
1650;8;76;76;8
2750;2;8;8;2
3850;9;7;7;9
4950;5;7;7;5
6050;3;8;8;3
7150;5;5;5;5
8250;8;3;3;8
9350;9;3;3;9
10450;4;9;9;4
11550;1;10;10;1
12650;5;10;10;5
13750;4;8;8;4
14850;5;6;6;5
15950;8;6;6;8
17050;7;7;7;7
18150;13;11;11;13
19250;1;9;9;1
20350;3;5;5;3
21450;6;6;6;6
22550;9;5;5;9
23650;5;9;9;5
24750;10;8;8;10
25850;8;8;8;8
26950;3;6;6;3
28050;5;4;4;5
29150;4;7;7;4
30250;10;3;3;10
31350;8;8;8;8
32450;7;9;9;7
33550;7;10;10;7
34650;9;9;9;9
35750;5;9;9;5
36850;4;5;5;4
37950;4;4;4;4
39050;3;14;14;3
40150;9;2;2;9
41250;6;4;4;6
42350;4;4;4;4
43450;4;6;6;4
44550;8;8;8;8
45650;7;2;2;7
46750;7;10;10;7
47850;3;4;4;3
48950;3;6;6;3
50050;7;8;8;7
51150;5;4;4;5
52250;8;4;4;8
53350;10;6;6;10
54450;3;5;5;3
55550;7;9;9;7
56650;4;5;5;4
57750;4;7;7;4
58850;4;8;8;4
59950;9;3;3;9
61050;4;5;5;4
62150;6;2;2;6
63250;10;4;4;10
64350;5;2;2;5
65450;8;4;4;8
66550;7;5;5;7
67650;6;4;4;6
68750;5;5;5;5
69850;8;2;2;8
70950;4;7;7;4
72050;3;4;4;3
73150;10;8;8;10
74250;1;9;9;1
75350;3;8;8;3
76450;3;9;9;3
77550;8;4;4;8
78650;2;6;6;2
79750;2;5;5;2
80850;5;7;7;5
81950;8;3;3;8
83050;4;5;5;4
84150;4;2;2;4
85250;4;4;4;4
86350;3;7;7;3
87450;4;9;9;4
88550;4;8;8;4
89650;6;3;3;6
90750;4;5;5;4
91850;3;3;3;3
92950;7;7;7;7
94050;8;3;3;8
95150;7;9;9;7
96250;6;6;6;6
97350;6;9;9;6
98450;5;6;6;5
99550;4;5;5;4
