BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;98;2088;2088;98
1650;11;378;378;11
2750;6;14;14;6
3850;7;9;9;7
4950;8;7;7;8
6050;5;3;3;5
7150;8;10;10;8
8250;7;8;8;7
9350;7;13;13;7
10450;6;5;5;6
11550;6;4;4;6
12650;4;9;9;4
13750;8;8;8;8
14850;7;4;4;7
15950;8;6;6;8
17050;10;6;6;10
18150;6;6;6;6
19250;6;7;7;6
20350;6;6;6;6
21450;7;10;10;7
22550;5;3;3;5
23650;4;6;6;4
24750;10;16;16;10
25850;10;8;8;10
26950;4;10;10;4
28050;4;6;6;4
29150;10;5;5;10
30250;5;12;12;5
31350;8;4;4;8
32450;7;9;9;7
33550;8;6;6;8
34650;6;13;13;6
35750;4;9;9;4
36850;8;13;13;8
37950;5;6;6;5
39050;9;7;7;9
40150;11;10;10;11
41250;10;5;5;10
42350;5;9;9;5
43450;12;8;8;12
44550;12;11;11;12
45650;11;9;9;11
46750;6;12;12;6
47850;7;16;16;7
48950;15;7;7;15
50050;9;13;13;9
51150;4;10;10;4
52250;12;11;11;12
53350;16;11;11;16
54450;9;24;24;9
55550;16;17;17;16
56650;18;12;12;18
57750;11;15;15;11
58850;9;12;12;9
59950;7;12;12;7
61050;8;9;9;8
62150;9;9;9;9
63250;14;7;7;14
64350;12;10;10;12
65450;9;5;5;9
66550;6;7;7;6
67650;8;7;7;8
68750;6;8;8;6
69850;8;6;6;8
70950;16;8;8;16
72050;2;10;10;2
73150;7;10;10;7
74250;4;11;11;4
75350;4;5;5;4
76450;13;4;4;13
77550;6;9;9;6
78650;6;8;8;6
79750;7;11;11;7
80850;9;4;4;9
81950;4;8;8;4
83050;13;7;7;13
84150;3;13;13;3
85250;6;10;10;6
86350;11;7;7;11
87450;9;10;10;9
88550;6;7;7;6
89650;15;9;9;15
90750;6;5;5;6
91850;6;6;6;6
92950;10;10;10;10
94050;8;9;9;8
95150;11;7;7;11
96250;8;13;13;8
97350;9;10;10;9
98450;4;5;5;4
99550;8;13;13;8
