BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;175;3893;3893;175
1650;22;674;674;22
2750;13;19;19;13
3850;17;18;18;17
4950;15;9;9;15
6050;15;18;18;15
7150;13;15;15;13
8250;13;10;10;13
9350;19;21;21;19
10450;20;15;15;20
11550;17;7;7;17
12650;12;21;21;12
13750;13;17;17;13
14850;5;14;14;5
15950;12;14;14;12
17050;22;14;14;22
18150;16;15;15;16
19250;19;18;18;19
20350;13;13;13;13
21450;10;14;14;10
22550;10;13;13;10
23650;20;15;15;20
24750;17;12;12;17
25850;17;16;16;17
26950;13;14;14;13
28050;9;11;11;9
29150;16;19;19;16
30250;18;10;10;18
31350;15;15;15;15
32450;15;18;18;15
33550;18;21;21;18
34650;17;13;13;17
35750;10;13;13;10
36850;14;24;24;14
37950;16;8;8;16
39050;19;12;12;19
40150;13;12;12;13
41250;8;22;22;8
42350;9;12;12;9
43450;12;14;14;12
44550;24;17;17;24
45650;20;18;18;20
46750;13;21;21;13
47850;15;24;24;15
48950;12;25;25;12
50050;18;15;15;18
51150;16;17;17;16
52250;17;19;19;17
53350;27;21;21;27
54450;37;31;31;37
55550;28;27;27;28
56650;26;33;33;26
57750;19;18;18;19
58850;22;17;17;22
59950;14;22;22;14
61050;17;17;17;17
62150;21;11;11;21
63250;22;17;17;22
64350;18;27;27;18
65450;14;23;23;14
66550;16;12;12;16
67650;12;11;11;12
68750;19;15;15;19
69850;11;19;19;11
70950;19;19;19;19
72050;12;13;13;12
73150;13;12;12;13
74250;20;18;18;20
75350;17;19;19;17
76450;21;18;18;21
77550;10;17;17;10
78650;13;9;9;13
79750;24;16;16;24
80850;14;14;14;14
81950;16;18;18;16
83050;16;13;13;16
84150;22;12;12;22
85250;12;12;12;12
86350;20;17;17;20
87450;18;14;14;18
88550;10;14;14;10
89650;15;18;18;15
90750;22;14;14;22
91850;12;11;11;12
92950;13;10;10;13
94050;10;8;8;10
95150;16;14;14;16
96250;11;12;12;11
97350;20;8;8;20
98450;15;16;16;15
99550;12;26;26;12
