BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;81;1742;1742;81
1650;7;348;348;7
2750;9;10;10;9
3850;9;8;8;9
4950;10;9;9;10
6050;4;9;9;4
7150;4;12;12;4
8250;8;7;7;8
9350;3;8;8;3
10450;7;8;8;7
11550;7;7;7;7
12650;10;10;10;10
13750;2;6;6;2
14850;7;7;7;7
15950;5;15;15;5
17050;10;5;5;10
18150;6;7;7;6
19250;11;6;6;11
20350;6;15;15;6
21450;4;7;7;4
22550;8;9;9;8
23650;9;6;6;9
24750;11;6;6;11
25850;5;9;9;5
26950;8;9;9;8
28050;7;10;10;7
29150;7;2;2;7
30250;5;6;6;5
31350;14;7;7;14
32450;7;7;7;7
33550;5;4;4;5
34650;7;10;10;7
35750;8;8;8;8
36850;8;7;7;8
37950;8;11;11;8
39050;10;13;13;10
40150;5;9;9;5
41250;5;12;12;5
42350;8;4;4;8
43450;12;8;8;12
44550;13;5;5;13
45650;11;9;9;11
46750;10;14;14;10
47850;3;7;7;3
48950;7;6;6;7
50050;11;13;13;11
51150;10;16;16;10
52250;11;11;11;11
53350;10;6;6;10
54450;14;10;10;14
55550;14;11;11;14
56650;11;9;9;11
57750;14;11;11;14
58850;11;14;14;11
59950;13;8;8;13
61050;4;7;7;4
62150;6;6;6;6
63250;14;5;5;14
64350;10;6;6;10
65450;7;11;11;7
66550;6;8;8;6
67650;5;7;7;5
68750;9;8;8;9
69850;9;10;10;9
70950;10;7;7;10
72050;10;3;3;10
73150;5;7;7;5
74250;10;9;9;10
75350;10;8;8;10
76450;4;3;3;4
77550;3;9;9;3
78650;12;6;6;12
79750;6;10;10;6
80850;10;10;10;10
81950;10;8;8;10
83050;8;8;8;8
84150;8;4;4;8
85250;4;8;8;4
86350;4;8;8;4
87450;12;5;5;12
88550;13;9;9;13
89650;4;7;7;4
90750;5;8;8;5
91850;7;7;7;7
92950;5;4;4;5
94050;5;12;12;5
95150;10;9;9;10
96250;3;5;5;3
97350;10;7;7;10
98450;5;5;5;5
99550;7;8;8;7
