BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;691;15796;15796;691
1650;31;2584;2584;31
2750;21;67;67;21
3850;17;17;17;17
4950;24;18;18;24
6050;26;19;19;26
7150;22;17;17;22
8250;22;24;24;22
9350;16;18;18;16
10450;24;19;19;24
11550;22;15;15;22
12650;17;19;19;17
13750;15;22;22;15
14850;23;18;18;23
15950;23;17;17;23
17050;18;22;22;18
18150;8;22;22;8
19250;18;12;12;18
20350;14;18;18;14
21450;16;16;16;16
22550;18;15;15;18
23650;14;17;17;14
24750;23;16;16;23
25850;15;12;12;15
26950;22;13;13;22
28050;15;17;17;15
29150;25;22;22;25
30250;14;19;19;14
31350;25;20;20;25
32450;11;15;15;11
33550;16;20;20;16
34650;27;17;17;27
35750;27;20;20;27
36850;19;18;18;19
37950;28;18;18;28
39050;18;23;23;18
40150;22;14;14;22
41250;27;17;17;27
42350;18;18;18;18
43450;46;22;22;46
44550;69;20;20;69
45650;36;24;24;36
46750;19;59;59;19
47850;30;49;49;30
48950;54;19;19;54
50050;46;30;30;46
51150;38;46;46;38
52250;51;30;30;51
53350;84;48;48;84
54450;90;60;60;90
55550;63;72;72;63
56650;58;65;65;58
57750;47;47;47;47
58850;34;48;48;34
59950;42;42;42;42
61050;43;45;45;43
62150;35;35;35;35
63250;33;27;27;33
64350;21;27;27;21
65450;19;29;29;19
66550;16;22;22;16
67650;20;21;21;20
68750;16;22;22;16
69850;24;17;17;24
70950;18;21;21;18
72050;16;15;15;16
73150;21;22;22;21
74250;21;20;20;21
75350;23;16;16;23
76450;19;15;15;19
77550;18;15;15;18
78650;27;15;15;27
79750;21;10;10;21
80850;29;11;11;29
81950;20;15;15;20
83050;21;17;17;21
84150;20;17;17;20
85250;20;17;17;20
86350;18;16;16;18
87450;25;24;24;25
88550;17;15;15;17
89650;27;18;18;27
90750;21;22;22;21
91850;17;14;14;17
92950;18;28;28;18
94050;22;16;16;22
95150;11;23;23;11
96250;21;21;21;21
97350;19;14;14;19
98450;28;15;15;28
99550;23;21;21;23
