BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;532;12355;12355;532
1650;33;2188;2188;33
2750;14;56;56;14
3850;19;19;19;19
4950;21;14;14;21
6050;14;24;24;14
7150;18;16;16;18
8250;12;15;15;12
9350;14;21;21;14
10450;17;17;17;17
11550;13;12;12;13
12650;15;13;13;15
13750;24;18;18;24
14850;20;12;12;20
15950;19;14;14;19
17050;18;13;13;18
18150;18;18;18;18
19250;12;21;21;12
20350;20;18;18;20
21450;12;17;17;12
22550;16;12;12;16
23650;15;18;18;15
24750;9;14;14;9
25850;15;16;16;15
26950;18;21;21;18
28050;12;17;17;12
29150;8;16;16;8
30250;19;9;9;19
31350;14;15;15;14
32450;18;10;10;18
33550;11;9;9;11
34650;16;19;19;16
35750;8;12;12;8
36850;23;17;17;23
37950;15;11;11;15
39050;12;22;22;12
40150;17;19;19;17
41250;16;15;15;16
42350;15;19;19;15
43450;29;18;18;29
44550;31;12;12;31
45650;33;25;25;33
46750;22;38;38;22
47850;23;44;44;23
48950;31;22;22;31
50050;21;27;27;21
51150;24;33;33;24
52250;44;27;27;44
53350;75;31;31;75
54450;65;44;44;65
55550;48;60;60;48
56650;52;52;52;52
57750;41;38;38;41
58850;29;41;41;29
59950;37;34;34;37
61050;39;31;31;39
62150;25;23;23;25
63250;38;22;22;38
64350;28;24;24;28
65450;18;29;29;18
66550;18;16;16;18
67650;21;16;16;21
68750;21;22;22;21
69850;18;14;14;18
70950;13;13;13;13
72050;12;18;18;12
73150;23;10;10;23
74250;16;11;11;16
75350;17;17;17;17
76450;21;15;15;21
77550;17;15;15;17
78650;23;14;14;23
79750;12;12;12;12
80850;8;14;14;8
81950;17;18;18;17
83050;19;13;13;19
84150;18;15;15;18
85250;18;15;15;18
86350;12;16;16;12
87450;17;15;15;17
88550;16;10;10;16
89650;24;19;19;24
90750;9;19;19;9
91850;16;21;21;16
92950;11;16;16;11
94050;21;18;18;21
95150;16;11;11;16
96250;13;7;7;13
97350;11;16;16;11
98450;16;11;11;16
99550;16;13;13;16
