BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;37;626;626;37
1650;10;143;143;10
2750;5;13;13;5
3850;4;8;8;4
4950;6;13;13;6
6050;6;7;7;6
7150;8;3;3;8
8250;7;12;12;7
9350;6;10;10;6
10450;5;2;2;5
11550;7;6;6;7
12650;5;5;5;5
13750;2;4;4;2
14850;3;10;10;3
15950;5;4;4;5
17050;9;7;7;9
18150;10;3;3;10
19250;4;3;3;4
20350;5;3;3;5
21450;7;5;5;7
22550;8;5;5;8
23650;3;6;6;3
24750;3;6;6;3
25850;6;3;3;6
26950;8;12;12;8
28050;3;3;3;3
29150;3;10;10;3
30250;4;5;5;4
31350;6;3;3;6
32450;4;4;4;4
33550;1;8;8;1
34650;10;2;2;10
35750;5;7;7;5
36850;6;4;4;6
37950;3;4;4;3
39050;4;1;1;4
40150;3;2;2;3
41250;5;7;7;5
42350;9;3;3;9
43450;9;14;14;9
44550;8;5;5;8
45650;4;10;10;4
46750;7;13;13;7
47850;6;6;6;6
48950;7;7;7;7
50050;12;4;4;12
51150;6;3;3;6
52250;7;5;5;7
53350;5;6;6;5
54450;7;5;5;7
55550;10;10;10;10
56650;7;11;11;7
57750;9;3;3;9
58850;8;7;7;8
59950;11;2;2;11
61050;4;3;3;4
62150;4;7;7;4
63250;5;8;8;5
64350;9;8;8;9
65450;4;3;3;4
66550;3;4;4;3
67650;7;2;2;7
68750;6;2;2;6
69850;5;6;6;5
70950;9;5;5;9
72050;2;2;2;2
73150;8;6;6;8
74250;8;3;3;8
75350;2;5;5;2
76450;0;5;5;0
77550;3;4;4;3
78650;11;4;4;11
79750;11;4;4;11
80850;6;6;6;6
81950;5;5;5;5
83050;6;14;14;6
84150;9;6;6;9
85250;8;4;4;8
86350;0;4;4;0
87450;4;10;10;4
88550;7;7;7;7
89650;3;7;7;3
90750;6;2;2;6
91850;4;7;7;4
92950;5;4;4;5
94050;7;7;7;7
95150;3;7;7;3
96250;12;4;4;12
97350;7;10;10;7
98450;4;4;4;4
99550;3;3;3;3
