BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;515;11817;11817;515
1650;32;2015;2015;32
2750;17;42;42;17
3850;24;16;16;24
4950;16;13;13;16
6050;13;21;21;13
7150;14;21;21;14
8250;17;12;12;17
9350;16;25;25;16
10450;21;18;18;21
11550;14;13;13;14
12650;14;16;16;14
13750;17;18;18;17
14850;16;19;19;16
15950;15;16;16;15
17050;17;15;15;17
18150;22;13;13;22
19250;21;19;19;21
20350;25;19;19;25
21450;13;16;16;13
22550;17;16;16;17
23650;16;19;19;16
24750;14;20;20;14
25850;15;11;11;15
26950;19;15;15;19
28050;13;17;17;13
29150;21;18;18;21
30250;14;15;15;14
31350;13;15;15;13
32450;9;11;11;9
33550;19;16;16;19
34650;16;16;16;16
35750;18;12;12;18
36850;16;11;11;16
37950;23;13;13;23
39050;28;15;15;28
40150;11;8;8;11
41250;13;17;17;13
42350;14;12;12;14
43450;32;16;16;32
44550;54;23;23;54
45650;19;29;29;19
46750;17;43;43;17
47850;20;45;45;20
48950;46;28;28;46
50050;33;26;26;33
51150;18;37;37;18
52250;38;26;26;38
53350;64;23;23;64
54450;72;46;46;72
55550;63;82;82;63
56650;40;46;46;40
57750;43;39;39;43
58850;33;41;41;33
59950;34;38;38;34
61050;28;32;32;28
62150;31;20;20;31
63250;25;26;26;25
64350;22;19;19;22
65450;25;30;30;25
66550;13;18;18;13
67650;9;15;15;9
68750;12;16;16;12
69850;14;22;22;14
70950;25;21;21;25
72050;10;9;9;10
73150;20;16;16;20
74250;15;18;18;15
75350;19;14;14;19
76450;18;26;26;18
77550;13;14;14;13
78650;12;18;18;12
79750;21;19;19;21
80850;19;16;16;19
81950;16;18;18;16
83050;21;15;15;21
84150;12;19;19;12
85250;10;22;22;10
86350;22;14;14;22
87450;18;15;15;18
88550;21;18;18;21
89650;26;15;15;26
90750;8;20;20;8
91850;12;18;18;12
92950;14;22;22;14
94050;24;17;17;24
95150;15;15;15;15
96250;21;14;14;21
97350;17;18;18;17
98450;16;18;18;16
99550;13;25;25;13
