BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;814;16429;16429;814
1650;31;2749;2749;31
2750;28;63;63;28
3850;15;25;25;15
4950;16;17;17;16
6050;14;26;26;14
7150;23;26;26;23
8250;23;21;21;23
9350;16;14;14;16
10450;18;17;17;18
11550;27;22;22;27
12650;24;18;18;24
13750;19;17;17;19
14850;20;27;27;20
15950;22;12;12;22
17050;23;20;20;23
18150;13;14;14;13
19250;18;22;22;18
20350;22;21;21;22
21450;17;10;10;17
22550;16;15;15;16
23650;17;19;19;17
24750;17;17;17;17
25850;17;22;22;17
26950;20;22;22;20
28050;16;15;15;16
29150;22;25;25;22
30250;14;27;27;14
31350;19;24;24;19
32450;13;21;21;13
33550;15;20;20;15
34650;23;18;18;23
35750;16;17;17;16
36850;17;16;16;17
37950;15;20;20;15
39050;21;16;16;21
40150;29;22;22;29
41250;19;27;27;19
42350;18;21;21;18
43450;54;15;15;54
44550;51;25;25;51
45650;35;31;31;35
46750;19;49;49;19
47850;24;39;39;24
48950;58;27;27;58
50050;26;33;33;26
51150;30;52;52;30
52250;50;18;18;50
53350;82;38;38;82
54450;93;57;57;93
55550;86;70;70;86
56650;77;61;61;77
57750;55;46;46;55
58850;46;42;42;46
59950;39;28;28;39
61050;47;37;37;47
62150;36;23;23;36
63250;23;15;15;23
64350;29;22;22;29
65450;22;22;22;22
66550;28;19;19;28
67650;26;24;24;26
68750;21;19;19;21
69850;21;23;23;21
70950;16;21;21;16
72050;27;17;17;27
73150;18;22;22;18
74250;18;21;21;18
75350;25;13;13;25
76450;20;18;18;20
77550;11;22;22;11
78650;18;19;19;18
79750;22;14;14;22
80850;20;16;16;20
81950;21;21;21;21
83050;23;16;16;23
84150;21;22;22;21
85250;15;22;22;15
86350;25;15;15;25
87450;22;21;21;22
88550;17;16;16;17
89650;26;19;19;26
90750;14;15;15;14
91850;19;19;19;19
92950;19;19;19;19
94050;18;15;15;18
95150;19;18;18;19
96250;22;24;24;22
97350;28;21;21;28
98450;26;10;10;26
99550;20;17;17;20
