BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;677;14328;14328;677
1650;32;2429;2429;32
2750;18;62;62;18
3850;18;28;28;18
4950;21;28;28;21
6050;17;21;21;17
7150;15;29;29;15
8250;22;19;19;22
9350;16;19;19;16
10450;18;22;22;18
11550;15;19;19;15
12650;13;17;17;13
13750;17;20;20;17
14850;23;20;20;23
15950;22;21;21;22
17050;22;26;26;22
18150;15;17;17;15
19250;21;17;17;21
20350;18;19;19;18
21450;19;14;14;19
22550;33;20;20;33
23650;25;14;14;25
24750;12;15;15;12
25850;16;25;25;16
26950;19;16;16;19
28050;23;14;14;23
29150;17;19;19;17
30250;18;18;18;18
31350;16;10;10;16
32450;15;16;16;15
33550;24;10;10;24
34650;16;16;16;16
35750;23;21;21;23
36850;13;14;14;13
37950;15;24;24;15
39050;14;22;22;14
40150;12;16;16;12
41250;14;22;22;14
42350;21;18;18;21
43450;42;11;11;42
44550;62;17;17;62
45650;31;16;16;31
46750;22;57;57;22
47850;19;48;48;19
48950;50;18;18;50
50050;48;32;32;48
51150;27;56;56;27
52250;59;21;21;59
53350;68;33;33;68
54450;89;62;62;89
55550;72;80;80;72
56650;47;65;65;47
57750;50;39;39;50
58850;46;39;39;46
59950;32;32;32;32
61050;33;37;37;33
62150;30;28;28;30
63250;33;25;25;33
64350;29;21;21;29
65450;19;32;32;19
66550;18;22;22;18
67650;15;31;31;15
68750;18;23;23;18
69850;15;21;21;15
70950;17;15;15;17
72050;21;14;14;21
73150;15;11;11;15
74250;19;11;11;19
75350;17;19;19;17
76450;16;23;23;16
77550;19;22;22;19
78650;28;12;12;28
79750;25;14;14;25
80850;29;16;16;29
81950;17;14;14;17
83050;20;9;9;20
84150;17;24;24;17
85250;20;20;20;20
86350;15;21;21;15
87450;11;19;19;11
88550;17;19;19;17
89650;22;16;16;22
90750;16;20;20;16
91850;26;14;14;26
92950;15;19;19;15
94050;15;20;20;15
95150;17;14;14;17
96250;11;15;15;11
97350;19;20;20;19
98450;17;15;15;17
99550;21;14;14;21
