BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;231;5091;5091;231
1650;11;759;759;11
2750;9;21;21;9
3850;8;7;7;8
4950;9;12;12;9
6050;9;8;8;9
7150;13;7;7;13
8250;7;7;7;7
9350;8;7;7;8
10450;9;11;11;9
11550;10;10;10;10
12650;7;4;4;7
13750;12;8;8;12
14850;8;8;8;8
15950;5;17;17;5
17050;7;3;3;7
18150;5;10;10;5
19250;4;6;6;4
20350;8;9;9;8
21450;12;8;8;12
22550;10;8;8;10
23650;7;13;13;7
24750;6;7;7;6
25850;10;10;10;10
26950;7;8;8;7
28050;7;10;10;7
29150;3;4;4;3
30250;15;7;7;15
31350;10;8;8;10
32450;11;4;4;11
33550;11;10;10;11
34650;4;7;7;4
35750;10;7;7;10
36850;9;4;4;9
37950;8;3;3;8
39050;5;12;12;5
40150;5;7;7;5
41250;5;7;7;5
42350;7;12;12;7
43450;12;11;11;12
44550;23;7;7;23
45650;9;10;10;9
46750;13;18;18;13
47850;6;16;16;6
48950;14;11;11;14
50050;13;11;11;13
51150;6;17;17;6
52250;20;6;6;20
53350;24;17;17;24
54450;30;25;25;30
55550;26;16;16;26
56650;22;34;34;22
57750;23;23;23;23
58850;11;18;18;11
59950;13;19;19;13
61050;17;16;16;17
62150;20;13;13;20
63250;10;11;11;10
64350;16;14;14;16
65450;12;11;11;12
66550;11;14;14;11
67650;10;11;11;10
68750;10;5;5;10
69850;8;7;7;8
70950;10;8;8;10
72050;8;8;8;8
73150;12;5;5;12
74250;7;5;5;7
75350;10;13;13;10
76450;10;9;9;10
77550;9;4;4;9
78650;10;11;11;10
79750;7;10;10;7
80850;10;11;11;10
81950;11;8;8;11
83050;4;9;9;4
84150;8;1;1;8
85250;10;13;13;10
86350;8;6;6;8
87450;7;4;4;7
88550;8;8;8;8
89650;8;6;6;8
90750;10;8;8;10
91850;5;11;11;5
92950;9;6;6;9
94050;5;8;8;5
95150;8;7;7;8
96250;6;14;14;6
97350;10;5;5;10
98450;12;5;5;12
99550;12;8;8;12
