BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;98;2135;2135;98
1650;10;350;350;10
2750;18;17;17;18
3850;9;15;15;9
4950;12;8;8;12
6050;21;16;16;21
7150;7;11;11;7
8250;8;10;10;8
9350;10;8;8;10
10450;15;10;10;15
11550;12;10;10;12
12650;15;15;15;15
13750;12;8;8;12
14850;18;17;17;18
15950;21;8;8;21
17050;9;10;10;9
18150;14;10;10;14
19250;8;9;9;8
20350;16;10;10;16
21450;3;12;12;3
22550;14;13;13;14
23650;14;13;13;14
24750;15;17;17;15
25850;9;12;12;9
26950;7;10;10;7
28050;8;20;20;8
29150;11;8;8;11
30250;18;17;17;18
31350;10;10;10;10
32450;15;12;12;15
33550;13;15;15;13
34650;11;11;11;11
35750;14;17;17;14
36850;9;14;14;9
37950;6;11;11;6
39050;10;17;17;10
40150;10;7;7;10
41250;8;11;11;8
42350;14;10;10;14
43450;22;24;24;22
44550;21;10;10;21
45650;11;13;13;11
46750;8;18;18;8
47850;13;14;14;13
48950;10;13;13;10
50050;24;17;17;24
51150;15;20;20;15
52250;18;13;13;18
53350;28;10;10;28
54450;24;21;21;24
55550;12;19;19;12
56650;18;27;27;18
57750;25;18;18;25
58850;8;15;15;8
59950;12;14;14;12
61050;14;14;14;14
62150;17;10;10;17
63250;18;11;11;18
64350;14;15;15;14
65450;17;12;12;17
66550;16;6;6;16
67650;4;13;13;4
68750;12;11;11;12
69850;20;10;10;20
70950;23;7;7;23
72050;12;10;10;12
73150;7;10;10;7
74250;8;22;22;8
75350;19;10;10;19
76450;9;10;10;9
77550;6;16;16;6
78650;6;11;11;6
79750;17;16;16;17
80850;12;12;12;12
81950;8;12;12;8
83050;7;5;5;7
84150;19;10;10;19
85250;14;12;12;14
86350;14;14;14;14
87450;16;13;13;16
88550;13;14;14;13
89650;13;10;10;13
90750;17;15;15;17
91850;14;7;7;14
92950;12;13;13;12
94050;12;9;9;12
95150;13;18;18;13
96250;9;15;15;9
97350;10;11;11;10
98450;11;10;10;11
99550;13;14;14;13
