BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;551;12131;12131;551
1650;25;1649;1649;25
2750;10;42;42;10
3850;15;16;16;15
4950;15;14;14;15
6050;6;7;7;6
7150;8;10;10;8
8250;9;13;13;9
9350;20;3;3;20
10450;10;7;7;10
11550;11;5;5;11
12650;12;9;9;12
13750;19;9;9;19
14850;10;8;8;10
15950;11;11;11;11
17050;7;6;6;7
18150;10;11;11;10
19250;6;15;15;6
20350;16;7;7;16
21450;8;6;6;8
22550;9;15;15;9
23650;10;13;13;10
24750;11;13;13;11
25850;13;12;12;13
26950;12;14;14;12
28050;16;11;11;16
29150;8;13;13;8
30250;14;14;14;14
31350;8;12;12;8
32450;12;16;16;12
33550;10;18;18;10
34650;9;9;9;9
35750;8;17;17;8
36850;17;14;14;17
37950;11;8;8;11
39050;7;12;12;7
40150;11;12;12;11
41250;8;9;9;8
42350;7;7;7;7
43450;20;10;10;20
44550;42;8;8;42
45650;31;26;26;31
46750;12;32;32;12
47850;12;31;31;12
48950;32;16;16;32
50050;34;22;22;34
51150;14;48;48;14
52250;40;12;12;40
53350;63;25;25;63
54450;57;42;42;57
55550;41;51;51;41
56650;38;39;39;38
57750;27;28;28;27
58850;37;32;32;37
59950;24;31;31;24
61050;29;26;26;29
62150;21;17;17;21
63250;27;22;22;27
64350;24;21;21;24
65450;18;24;24;18
66550;14;10;10;14
67650;16;14;14;16
68750;11;5;5;11
69850;19;9;9;19
70950;16;9;9;16
72050;6;12;12;6
73150;9;15;15;9
74250;16;9;9;16
75350;6;10;10;6
76450;12;18;18;12
77550;11;13;13;11
78650;13;14;14;13
79750;14;9;9;14
80850;13;13;13;13
81950;16;11;11;16
83050;14;9;9;14
84150;11;5;5;11
85250;10;9;9;10
86350;15;9;9;15
87450;8;17;17;8
88550;12;12;12;12
89650;13;14;14;13
90750;10;14;14;10
91850;12;10;10;12
92950;16;14;14;16
94050;13;10;10;13
95150;8;10;10;8
96250;7;12;12;7
97350;14;11;11;14
98450;12;13;13;12
99550;7;11;11;7
