BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;9;38;38;9
1650;3;11;11;3
2750;1;4;4;1
3850;2;1;1;2
4950;1;2;2;1
6050;1;1;1;1
7150;2;5;5;2
8250;1;1;1;1
9350;0;4;4;0
10450;4;3;3;4
11550;3;3;3;3
12650;1;3;3;1
13750;2;2;2;2
14850;1;1;1;1
15950;4;6;6;4
17050;2;2;2;2
18150;2;3;3;2
19250;0;2;2;0
20350;0;2;2;0
21450;3;6;6;3
22550;1;1;1;1
23650;5;3;3;5
24750;1;4;4;1
25850;3;2;2;3
26950;0;1;1;0
28050;1;0;0;1
29150;1;1;1;1
30250;2;2;2;2
31350;2;2;2;2
32450;3;1;1;3
33550;4;0;0;4
34650;3;1;1;3
35750;1;1;1;1
36850;4;0;0;4
37950;2;2;2;2
39050;1;2;2;1
40150;2;2;2;2
41250;2;2;2;2
42350;4;2;2;4
43450;0;2;2;0
44550;5;2;2;5
45650;2;3;3;2
46750;3;2;2;3
47850;3;1;1;3
48950;2;1;1;2
50050;4;2;2;4
51150;0;1;1;0
52250;3;1;1;3
53350;5;1;1;5
54450;1;3;3;1
55550;2;2;2;2
56650;3;1;1;3
57750;2;1;1;2
58850;1;3;3;1
59950;4;4;4;4
61050;2;1;1;2
62150;0;4;4;0
63250;1;0;0;1
64350;1;1;1;1
65450;2;2;2;2
66550;1;3;3;1
67650;2;3;3;2
68750;3;1;1;3
69850;1;4;4;1
70950;3;1;1;3
72050;0;2;2;0
73150;3;6;6;3
74250;3;5;5;3
75350;3;2;2;3
76450;3;1;1;3
77550;4;4;4;4
78650;0;0;0;0
79750;1;2;2;1
80850;2;3;3;2
81950;5;2;2;5
83050;2;2;2;2
84150;2;1;1;2
85250;1;1;1;1
86350;1;1;1;1
87450;3;0;0;3
88550;0;0;0;0
89650;2;4;4;2
90750;7;3;3;7
91850;1;2;2;1
92950;5;5;5;5
94050;2;1;1;2
95150;2;2;2;2
96250;1;1;1;1
97350;1;2;2;1
98450;2;1;1;2
99550;3;3;3;3
