BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;187;5259;5259;187
1650;18;782;782;18
2750;9;17;17;9
3850;10;8;8;10
4950;5;10;10;5
6050;6;6;6;6
7150;5;7;7;5
8250;6;8;8;6
9350;12;3;3;12
10450;5;4;4;5
11550;7;7;7;7
12650;5;3;3;5
13750;6;6;6;6
14850;6;3;3;6
15950;4;7;7;4
17050;3;4;4;3
18150;7;10;10;7
19250;13;2;2;13
20350;10;4;4;10
21450;9;6;6;9
22550;2;9;9;2
23650;7;4;4;7
24750;4;6;6;4
25850;6;3;3;6
26950;6;5;5;6
28050;3;2;2;3
29150;4;3;3;4
30250;5;8;8;5
31350;5;9;9;5
32450;5;4;4;5
33550;2;8;8;2
34650;8;5;5;8
35750;7;5;5;7
36850;6;2;2;6
37950;5;5;5;5
39050;6;5;5;6
40150;9;3;3;9
41250;7;4;4;7
42350;4;8;8;4
43450;14;13;13;14
44550;25;5;5;25
45650;9;14;14;9
46750;8;22;22;8
47850;2;22;22;2
48950;16;7;7;16
50050;9;14;14;9
51150;3;20;20;3
52250;21;6;6;21
53350;40;18;18;40
54450;28;31;31;28
55550;26;19;19;26
56650;22;25;25;22
57750;14;20;20;14
58850;17;16;16;17
59950;12;15;15;12
61050;10;11;11;10
62150;14;11;11;14
63250;16;6;6;16
64350;13;10;10;13
65450;6;8;8;6
66550;3;9;9;3
67650;4;7;7;4
68750;6;5;5;6
69850;1;1;1;1
70950;7;4;4;7
72050;6;7;7;6
73150;7;4;4;7
74250;2;5;5;2
75350;7;2;2;7
76450;11;8;8;11
77550;10;4;4;10
78650;8;5;5;8
79750;5;4;4;5
80850;7;6;6;7
81950;4;7;7;4
83050;10;4;4;10
84150;5;4;4;5
85250;4;7;7;4
86350;5;3;3;5
87450;10;6;6;10
88550;8;3;3;8
89650;3;11;11;3
90750;6;5;5;6
91850;11;5;5;11
92950;6;7;7;6
94050;2;4;4;2
95150;4;4;4;4
96250;7;10;10;7
97350;6;10;10;6
98450;3;10;10;3
99550;8;5;5;8
