BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;60;1293;1293;60
1650;2;186;186;2
2750;2;4;4;2
3850;2;6;6;2
4950;4;7;7;4
6050;1;0;0;1
7150;4;2;2;4
8250;6;1;1;6
9350;2;2;2;2
10450;4;6;6;4
11550;0;2;2;0
12650;5;3;3;5
13750;2;3;3;2
14850;2;2;2;2
15950;5;2;2;5
17050;1;5;5;1
18150;3;3;3;3
19250;1;2;2;1
20350;4;6;6;4
21450;2;4;4;2
22550;2;2;2;2
23650;5;1;1;5
24750;2;3;3;2
25850;2;2;2;2
26950;1;4;4;1
28050;2;3;3;2
29150;1;2;2;1
30250;2;3;3;2
31350;3;2;2;3
32450;1;3;3;1
33550;2;1;1;2
34650;3;2;2;3
35750;5;3;3;5
36850;3;3;3;3
37950;10;3;3;10
39050;3;1;1;3
40150;5;1;1;5
41250;3;4;4;3
42350;0;2;2;0
43450;5;5;5;5
44550;6;2;2;6
45650;9;8;8;9
46750;5;5;5;5
47850;5;5;5;5
48950;4;5;5;4
50050;4;5;5;4
51150;5;6;6;5
52250;5;2;2;5
53350;11;4;4;11
54450;10;4;4;10
55550;8;4;4;8
56650;8;7;7;8
57750;5;9;9;5
58850;3;3;3;3
59950;4;7;7;4
61050;6;5;5;6
62150;5;3;3;5
63250;3;3;3;3
64350;1;2;2;1
65450;3;3;3;3
66550;2;0;0;2
67650;2;2;2;2
68750;6;3;3;6
69850;0;4;4;0
70950;7;5;5;7
72050;2;1;1;2
73150;2;5;5;2
74250;2;3;3;2
75350;3;2;2;3
76450;7;3;3;7
77550;1;1;1;1
78650;6;3;3;6
79750;3;1;1;3
80850;4;1;1;4
81950;2;0;0;2
83050;3;4;4;3
84150;6;2;2;6
85250;3;1;1;3
86350;5;3;3;5
87450;6;2;2;6
88550;1;3;3;1
89650;0;4;4;0
90750;5;5;5;5
91850;3;3;3;3
92950;1;4;4;1
94050;4;3;3;4
95150;0;5;5;0
96250;4;1;1;4
97350;3;4;4;3
98450;6;2;2;6
99550;2;2;2;2
