BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;669;13063;13063;669
1650;21;1784;1784;21
2750;15;32;32;15
3850;6;12;12;6
4950;13;13;13;13
6050;9;16;16;9
7150;17;19;19;17
8250;7;6;6;7
9350;23;11;11;23
10450;12;14;14;12
11550;10;13;13;10
12650;11;13;13;11
13750;15;6;6;15
14850;9;7;7;9
15950;16;11;11;16
17050;8;12;12;8
18150;17;9;9;17
19250;19;11;11;19
20350;5;11;11;5
21450;14;10;10;14
22550;6;10;10;6
23650;14;15;15;14
24750;8;8;8;8
25850;15;11;11;15
26950;15;9;9;15
28050;9;12;12;9
29150;11;17;17;11
30250;12;11;11;12
31350;11;7;7;11
32450;8;15;15;8
33550;20;9;9;20
34650;10;14;14;10
35750;11;12;12;11
36850;14;12;12;14
37950;12;3;3;12
39050;9;9;9;9
40150;12;13;13;12
41250;6;8;8;6
42350;12;12;12;12
43450;23;12;12;23
44550;34;16;16;34
45650;27;25;25;27
46750;13;38;38;13
47850;9;29;29;9
48950;39;15;15;39
50050;32;22;22;32
51150;26;34;34;26
52250;42;15;15;42
53350;64;33;33;64
54450;59;40;40;59
55550;62;48;48;62
56650;38;52;52;38
57750;33;32;32;33
58850;26;32;32;26
59950;36;47;47;36
61050;28;28;28;28
62150;27;24;24;27
63250;22;18;18;22
64350;23;18;18;23
65450;15;15;15;15
66550;11;16;16;11
67650;12;13;13;12
68750;10;9;9;10
69850;5;19;19;5
70950;15;9;9;15
72050;14;16;16;14
73150;13;11;11;13
74250;13;11;11;13
75350;13;12;12;13
76450;7;12;12;7
77550;10;12;12;10
78650;13;11;11;13
79750;12;12;12;12
80850;16;5;5;16
81950;15;13;13;15
83050;9;10;10;9
84150;8;16;16;8
85250;9;8;8;9
86350;9;16;16;9
87450;13;16;16;13
88550;12;7;7;12
89650;14;10;10;14
90750;5;9;9;5
91850;12;10;10;12
92950;8;10;10;8
94050;10;6;6;10
95150;16;9;9;16
96250;14;13;13;14
97350;11;15;15;11
98450;13;12;12;13
99550;11;15;15;11
