BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;641;13565;13565;641
1650;24;1751;1751;24
2750;14;37;37;14
3850;14;15;15;14
4950;16;23;23;16
6050;12;21;21;12
7150;12;8;8;12
8250;8;13;13;8
9350;20;10;10;20
10450;9;12;12;9
11550;17;20;20;17
12650;12;13;13;12
13750;12;12;12;12
14850;16;14;14;16
15950;17;11;11;17
17050;12;15;15;12
18150;9;13;13;9
19250;10;17;17;10
20350;14;15;15;14
21450;11;16;16;11
22550;13;11;11;13
23650;13;12;12;13
24750;7;19;19;7
25850;15;17;17;15
26950;16;13;13;16
28050;13;19;19;13
29150;9;9;9;9
30250;5;13;13;5
31350;11;12;12;11
32450;19;12;12;19
33550;9;15;15;9
34650;14;10;10;14
35750;14;13;13;14
36850;10;9;9;10
37950;8;10;10;8
39050;17;15;15;17
40150;11;12;12;11
41250;15;12;12;15
42350;13;11;11;13
43450;27;7;7;27
44550;35;14;14;35
45650;22;26;26;22
46750;22;41;41;22
47850;15;34;34;15
48950;30;11;11;30
50050;25;22;22;25
51150;23;36;36;23
52250;33;12;12;33
53350;77;28;28;77
54450;70;62;62;70
55550;68;53;53;68
56650;37;52;52;37
57750;34;48;48;34
58850;37;54;54;37
59950;23;31;31;23
61050;32;28;28;32
62150;17;21;21;17
63250;22;27;27;22
64350;22;20;20;22
65450;23;20;20;23
66550;13;23;23;13
67650;11;13;13;11
68750;15;14;14;15
69850;12;14;14;12
70950;8;16;16;8
72050;16;8;8;16
73150;9;11;11;9
74250;12;16;16;12
75350;12;16;16;12
76450;18;9;9;18
77550;23;16;16;23
78650;25;13;13;25
79750;18;13;13;18
80850;11;8;8;11
81950;9;12;12;9
83050;23;11;11;23
84150;15;10;10;15
85250;17;18;18;17
86350;11;8;8;11
87450;13;14;14;13
88550;14;13;13;14
89650;8;10;10;8
90750;18;12;12;18
91850;9;9;9;9
92950;21;17;17;21
94050;16;15;15;16
95150;16;11;11;16
96250;17;9;9;17
97350;18;14;14;18
98450;19;14;14;19
99550;15;17;17;15
