BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;372;8817;8817;372
1650;15;1283;1283;15
2750;15;33;33;15
3850;9;10;10;9
4950;9;9;9;9
6050;10;8;8;10
7150;7;5;5;7
8250;11;10;10;11
9350;7;8;8;7
10450;9;12;12;9
11550;7;9;9;7
12650;13;9;9;13
13750;11;8;8;11
14850;5;9;9;5
15950;5;15;15;5
17050;17;14;14;17
18150;9;4;4;9
19250;9;5;5;9
20350;5;11;11;5
21450;8;9;9;8
22550;7;8;8;7
23650;7;5;5;7
24750;5;8;8;5
25850;13;8;8;13
26950;12;5;5;12
28050;10;10;10;10
29150;18;15;15;18
30250;9;10;10;9
31350;5;11;11;5
32450;8;17;17;8
33550;8;7;7;8
34650;8;10;10;8
35750;9;10;10;9
36850;13;9;9;13
37950;13;8;8;13
39050;9;7;7;9
40150;7;16;16;7
41250;13;6;6;13
42350;9;8;8;9
43450;14;8;8;14
44550;37;8;8;37
45650;16;15;15;16
46750;12;36;36;12
47850;8;23;23;8
48950;35;14;14;35
50050;24;13;13;24
51150;6;20;20;6
52250;23;13;13;23
53350;40;16;16;40
54450;35;41;41;35
55550;38;34;34;38
56650;37;36;36;37
57750;35;28;28;35
58850;21;20;20;21
59950;15;17;17;15
61050;17;12;12;17
62150;15;15;15;15
63250;14;17;17;14
64350;21;16;16;21
65450;9;16;16;9
66550;11;12;12;11
67650;5;14;14;5
68750;13;12;12;13
69850;10;9;9;10
70950;10;12;12;10
72050;13;7;7;13
73150;9;11;11;9
74250;7;14;14;7
75350;14;13;13;14
76450;9;9;9;9
77550;9;7;7;9
78650;8;13;13;8
79750;3;11;11;3
80850;8;11;11;8
81950;16;10;10;16
83050;9;10;10;9
84150;6;9;9;6
85250;13;8;8;13
86350;14;11;11;14
87450;7;11;11;7
88550;6;9;9;6
89650;9;8;8;9
90750;12;9;9;12
91850;8;5;5;8
92950;10;6;6;10
94050;9;12;12;9
95150;6;9;9;6
96250;13;14;14;13
97350;9;9;9;9
98450;9;14;14;9
99550;8;13;13;8
