BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;518;10909;10909;518
1650;20;1518;1518;20
2750;8;36;36;8
3850;11;8;8;11
4950;12;11;11;12
6050;18;16;16;18
7150;11;16;16;11
8250;10;10;10;10
9350;8;10;10;8
10450;10;22;22;10
11550;9;15;15;9
12650;14;13;13;14
13750;5;13;13;5
14850;13;6;6;13
15950;10;12;12;10
17050;14;17;17;14
18150;9;6;6;9
19250;7;7;7;7
20350;10;9;9;10
21450;9;9;9;9
22550;15;12;12;15
23650;13;10;10;13
24750;10;11;11;10
25850;9;12;12;9
26950;4;14;14;4
28050;9;13;13;9
29150;10;6;6;10
30250;9;6;6;9
31350;13;13;13;13
32450;17;10;10;17
33550;15;11;11;15
34650;11;15;15;11
35750;7;13;13;7
36850;15;11;11;15
37950;13;11;11;13
39050;9;11;11;9
40150;10;6;6;10
41250;15;9;9;15
42350;5;14;14;5
43450;26;19;19;26
44550;38;8;8;38
45650;27;26;26;27
46750;12;41;41;12
47850;12;28;28;12
48950;24;10;10;24
50050;26;19;19;26
51150;17;24;24;17
52250;34;16;16;34
53350;44;20;20;44
54450;69;49;49;69
55550;48;49;49;48
56650;43;41;41;43
57750;40;41;41;40
58850;25;31;31;25
59950;24;20;20;24
61050;25;22;22;25
62150;25;23;23;25
63250;11;21;21;11
64350;10;19;19;10
65450;18;18;18;18
66550;19;12;12;19
67650;9;12;12;9
68750;14;7;7;14
69850;7;15;15;7
70950;11;10;10;11
72050;11;13;13;11
73150;12;9;9;12
74250;9;13;13;9
75350;7;7;7;7
76450;13;8;8;13
77550;13;14;14;13
78650;12;13;13;12
79750;12;8;8;12
80850;7;13;13;7
81950;11;7;7;11
83050;13;8;8;13
84150;12;11;11;12
85250;10;9;9;10
86350;11;9;9;11
87450;6;9;9;6
88550;11;12;12;11
89650;12;10;10;12
90750;11;11;11;11
91850;15;9;9;15
92950;12;16;16;12
94050;13;7;7;13
95150;9;12;12;9
96250;10;14;14;10
97350;6;8;8;6
98450;16;9;9;16
99550;7;9;9;7
