BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;50;1284;1284;50
1650;2;203;203;2
2750;4;9;9;4
3850;4;3;3;4
4950;3;4;4;3
6050;2;4;4;2
7150;2;3;3;2
8250;1;2;2;1
9350;4;3;3;4
10450;7;3;3;7
11550;4;4;4;4
12650;2;1;1;2
13750;2;3;3;2
14850;3;5;5;3
15950;3;2;2;3
17050;1;4;4;1
18150;5;4;4;5
19250;4;5;5;4
20350;1;1;1;1
21450;2;3;3;2
22550;6;3;3;6
23650;2;0;0;2
24750;3;4;4;3
25850;2;3;3;2
26950;4;7;7;4
28050;2;2;2;2
29150;1;2;2;1
30250;5;2;2;5
31350;4;7;7;4
32450;3;2;2;3
33550;3;1;1;3
34650;6;2;2;6
35750;1;2;2;1
36850;3;2;2;3
37950;2;3;3;2
39050;1;2;2;1
40150;5;0;0;5
41250;3;5;5;3
42350;4;2;2;4
43450;5;2;2;5
44550;8;3;3;8
45650;3;1;1;3
46750;7;7;7;7
47850;0;5;5;0
48950;6;4;4;6
50050;7;4;4;7
51150;6;4;4;6
52250;6;4;4;6
53350;4;2;2;4
54450;6;1;1;6
55550;8;8;8;8
56650;5;9;9;5
57750;4;2;2;4
58850;7;4;4;7
59950;5;7;7;5
61050;2;3;3;2
62150;3;2;2;3
63250;2;0;0;2
64350;3;7;7;3
65450;7;3;3;7
66550;5;7;7;5
67650;0;4;4;0
68750;6;2;2;6
69850;2;2;2;2
70950;4;2;2;4
72050;0;3;3;0
73150;2;2;2;2
74250;2;4;4;2
75350;4;2;2;4
76450;3;4;4;3
77550;3;4;4;3
78650;7;1;1;7
79750;1;3;3;1
80850;5;2;2;5
81950;4;2;2;4
83050;3;3;3;3
84150;3;3;3;3
85250;3;1;1;3
86350;3;1;1;3
87450;4;3;3;4
88550;5;2;2;5
89650;1;4;4;1
90750;2;3;3;2
91850;3;3;3;3
92950;5;2;2;5
94050;2;6;6;2
95150;3;3;3;3
96250;4;2;2;4
97350;3;3;3;3
98450;1;2;2;1
99550;2;4;4;2
