BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;410;8846;8846;410
1650;21;1288;1288;21
2750;6;38;38;6
3850;7;15;15;7
4950;10;11;11;10
6050;10;7;7;10
7150;12;5;5;12
8250;11;14;14;11
9350;11;6;6;11
10450;18;5;5;18
11550;3;7;7;3
12650;9;8;8;9
13750;7;8;8;7
14850;5;6;6;5
15950;9;10;10;9
17050;10;12;12;10
18150;5;9;9;5
19250;8;10;10;8
20350;10;10;10;10
21450;5;9;9;5
22550;5;10;10;5
23650;9;8;8;9
24750;8;9;9;8
25850;13;11;11;13
26950;9;4;4;9
28050;13;5;5;13
29150;8;11;11;8
30250;8;12;12;8
31350;8;10;10;8
32450;9;9;9;9
33550;12;7;7;12
34650;9;11;11;9
35750;7;9;9;7
36850;10;12;12;10
37950;10;6;6;10
39050;3;12;12;3
40150;9;8;8;9
41250;12;8;8;12
42350;15;7;7;15
43450;17;11;11;17
44550;30;10;10;30
45650;18;9;9;18
46750;15;25;25;15
47850;10;30;30;10
48950;26;12;12;26
50050;17;14;14;17
51150;12;27;27;12
52250;23;9;9;23
53350;47;19;19;47
54450;36;32;32;36
55550;45;41;41;45
56650;30;48;48;30
57750;26;18;18;26
58850;23;27;27;23
59950;27;15;15;27
61050;16;21;21;16
62150;19;14;14;19
63250;11;15;15;11
64350;17;13;13;17
65450;8;17;17;8
66550;10;7;7;10
67650;13;10;10;13
68750;9;11;11;9
69850;12;10;10;12
70950;8;15;15;8
72050;6;11;11;6
73150;7;8;8;7
74250;17;9;9;17
75350;9;7;7;9
76450;8;8;8;8
77550;8;4;4;8
78650;8;4;4;8
79750;5;9;9;5
80850;7;5;5;7
81950;12;11;11;12
83050;12;13;13;12
84150;11;6;6;11
85250;8;8;8;8
86350;8;6;6;8
87450;7;4;4;7
88550;12;8;8;12
89650;8;8;8;8
90750;5;6;6;5
91850;6;12;12;6
92950;13;8;8;13
94050;7;8;8;7
95150;7;9;9;7
96250;6;7;7;6
97350;9;15;15;9
98450;6;12;12;6
99550;7;12;12;7
