BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;276;6523;6523;276
1650;14;918;918;14
2750;8;22;22;8
3850;11;8;8;11
4950;9;9;9;9
6050;6;11;11;6
7150;10;5;5;10
8250;13;8;8;13
9350;10;12;12;10
10450;6;10;10;6
11550;10;5;5;10
12650;9;10;10;9
13750;3;3;3;3
14850;2;10;10;2
15950;17;7;7;17
17050;10;10;10;10
18150;6;6;6;6
19250;10;4;4;10
20350;6;8;8;6
21450;7;6;6;7
22550;8;4;4;8
23650;11;7;7;11
24750;12;7;7;12
25850;7;4;4;7
26950;7;7;7;7
28050;5;6;6;5
29150;11;10;10;11
30250;9;3;3;9
31350;11;8;8;11
32450;3;9;9;3
33550;6;6;6;6
34650;5;13;13;5
35750;4;7;7;4
36850;4;6;6;4
37950;3;12;12;3
39050;7;5;5;7
40150;6;9;9;6
41250;10;4;4;10
42350;4;7;7;4
43450;17;8;8;17
44550;24;4;4;24
45650;13;8;8;13
46750;7;23;23;7
47850;5;16;16;5
48950;24;12;12;24
50050;10;4;4;10
51150;12;18;18;12
52250;18;10;10;18
53350;22;14;14;22
54450;34;24;24;34
55550;26;28;28;26
56650;21;21;21;21
57750;15;32;32;15
58850;15;20;20;15
59950;18;20;20;18
61050;15;14;14;15
62150;22;17;17;22
63250;11;4;4;11
64350;14;11;11;14
65450;10;13;13;10
66550;6;10;10;6
67650;5;7;7;5
68750;6;5;5;6
69850;3;4;4;3
70950;10;7;7;10
72050;5;7;7;5
73150;12;6;6;12
74250;6;8;8;6
75350;4;4;4;4
76450;5;7;7;5
77550;7;8;8;7
78650;7;6;6;7
79750;7;14;14;7
80850;4;4;4;4
81950;8;5;5;8
83050;14;5;5;14
84150;4;6;6;4
85250;13;4;4;13
86350;12;7;7;12
87450;9;11;11;9
88550;9;3;3;9
89650;11;6;6;11
90750;12;6;6;12
91850;4;12;12;4
92950;8;3;3;8
94050;7;9;9;7
95150;6;9;9;6
96250;6;5;5;6
97350;9;7;7;9
98450;6;10;10;6
99550;8;7;7;8
