BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;352;7332;7332;352
1650;11;1065;1065;11
2750;13;31;31;13
3850;9;12;12;9
4950;6;10;10;6
6050;10;3;3;10
7150;4;10;10;4
8250;5;11;11;5
9350;8;7;7;8
10450;9;11;11;9
11550;5;9;9;5
12650;6;6;6;6
13750;3;5;5;3
14850;9;9;9;9
15950;9;4;4;9
17050;7;3;3;7
18150;2;9;9;2
19250;9;10;10;9
20350;13;7;7;13
21450;9;10;10;9
22550;8;7;7;8
23650;5;2;2;5
24750;12;6;6;12
25850;5;10;10;5
26950;13;12;12;13
28050;9;8;8;9
29150;1;11;11;1
30250;8;12;12;8
31350;6;5;5;6
32450;9;5;5;9
33550;5;10;10;5
34650;7;7;7;7
35750;8;6;6;8
36850;7;4;4;7
37950;8;4;4;8
39050;10;8;8;10
40150;3;9;9;3
41250;7;10;10;7
42350;8;10;10;8
43450;14;11;11;14
44550;23;2;2;23
45650;16;8;8;16
46750;5;18;18;5
47850;14;24;24;14
48950;25;7;7;25
50050;15;11;11;15
51150;10;25;25;10
52250;29;3;3;29
53350;42;16;16;42
54450;39;23;23;39
55550;31;23;23;31
56650;32;43;43;32
57750;22;31;31;22
58850;18;24;24;18
59950;12;20;20;12
61050;11;7;7;11
62150;24;18;18;24
63250;11;14;14;11
64350;11;9;9;11
65450;10;11;11;10
66550;5;6;6;5
67650;2;6;6;2
68750;9;7;7;9
69850;11;10;10;11
70950;10;10;10;10
72050;6;7;7;6
73150;5;10;10;5
74250;5;12;12;5
75350;6;6;6;6
76450;12;10;10;12
77550;13;5;5;13
78650;8;11;11;8
79750;8;7;7;8
80850;6;12;12;6
81950;2;4;4;2
83050;9;7;7;9
84150;5;6;6;5
85250;2;3;3;2
86350;10;6;6;10
87450;7;7;7;7
88550;11;10;10;11
89650;13;4;4;13
90750;9;10;10;9
91850;15;7;7;15
92950;6;12;12;6
94050;5;6;6;5
95150;9;13;13;9
96250;5;10;10;5
97350;11;17;17;11
98450;7;7;7;7
99550;11;9;9;11
